Frequency,Verb
-7.84314396000502,quare
-7.84314396000502,omnino
-7.84314396000502,poena
-7.84314396000502,accedo
-7.84314396000502,ordo
-7.84314396000502,amo
-7.84314396000502,natura
-7.861836093017173,animo
-7.861836093017173,M
-7.861836093017173,iudex
-7.861836093017173,gravis
-7.861836093017173,contineo
-7.861836093017173,pax
-7.880884287987867,supra
-7.880884287987867,quicumque
-7.880884287987867,exerceo
-7.880884287987867,quam
-7.880884287987867,Graeci
-7.880884287987867,licet
-7.900302373844969,studium
-7.900302373844969,potestas
-7.900302373844969,gloria
-7.900302373844969,caro
-7.900302373844969,philosophia
-7.900302373844969,confiteor
-7.900302373844969,gigno
-7.900302373844969,adeo
-7.900302373844969,Christianus
-7.920105001141148,quin
-7.920105001141148,praeter
-7.920105001141148,cogo
-7.920105001141148,orator
-7.920105001141148,praesum
-7.920105001141148,publica
-7.920105001141148,inimicus
-7.920105001141148,mundus
-7.9403077084586675,religio
-7.9403077084586675,spero
-7.9403077084586675,cupio
-7.9403077084586675,miles
-7.9403077084586675,communis
-7.9403077084586675,ceterum
-7.960926995661404,reddo
-7.960926995661404,prope
-7.960926995661404,ingenium
-7.960926995661404,ecclesia
-7.960926995661404,caput
-7.960926995661404,damno
-7.960926995661404,qualis
-7.981980404859236,conscribo
-7.981980404859236,ignoro
-7.981980404859236,confero
-7.981980404859236,miser
-7.981980404859236,sumo
-7.981980404859236,absum
-7.981980404859236,recipio
-7.981980404859236,consto
-7.981980404859236,numerus
-7.981980404859236,dius
-7.981980404859236,auctor
-7.981980404859236,veneo
-7.981980404859236,fortis
-8.0034866100802,aliter
-8.0034866100802,permitto
-8.0034866100802,consequor
-8.0034866100802,delecto
-8.025465516798974,saeculum
-8.025465516798974,mons
-8.025465516798974,metus
-8.025465516798974,extra
-8.025465516798974,adhuc
-8.025465516798974,muto
-8.025465516798974,curo
-8.025465516798974,paro
-8.047938372651034,pareo
-8.047938372651034,ob
-8.047938372651034,circa
-8.047938372651034,propinquus
-8.047938372651034,incido
-8.070927890875732,memini
-8.070927890875732,profero
-8.070927890875732,transeo
-8.070927890875732,careo
-8.070927890875732,rogo
-8.070927890875732,servo
-8.070927890875732,species
-8.070927890875732,patrius
-8.070927890875732,proficio
-8.070927890875732,honestus
-8.070927890875732,tantum
-8.094458388285926,utique
-8.094458388285926,retineo
-8.094458388285926,creo
-8.094458388285926,adfero
-8.094458388285926,officium
-8.094458388285926,fugio
-8.094458388285926,dedo
-8.094458388285926,impero
-8.094458388285926,beatus
-8.094458388285926,proprius
-8.118555939864986,armo
-8.118555939864986,scilicet
-8.118555939864986,redeo
-8.118555939864986,Q
-8.118555939864986,C
-8.118555939864986,aqua
-8.118555939864986,aetas
-8.118555939864986,fingo
-8.118555939864986,amor
-8.118555939864986,tracto
-8.118555939864986,divinus
-8.118555939864986,oro
-8.118555939864986,reus
-8.118555939864986,mortalis
-8.143248552455358,statim
-8.143248552455358,dignitas
-8.143248552455358,demonstro
-8.143248552455358,angelus
-8.143248552455358,malo
-8.143248552455358,scelus
-8.143248552455358,suspicio
-8.168566360439648,utilitas
-8.168566360439648,hinc
-8.168566360439648,dubito
-8.168566360439648,Caesar
-8.168566360439648,laus
-8.168566360439648,error
-8.168566360439648,postulo
-8.168566360439648,differo
-8.168566360439648,tollo
-8.168566360439648,iustus
-8.168566360439648,saepes
-8.168566360439648,totum
-8.168566360439648,sapiens
-8.168566360439648,socius
-8.194541846842908,loco
-8.194541846842908,plerique
-8.194541846842908,mater
-8.194541846842908,erga
-8.194541846842908,philosophus
-8.194541846842908,odium
-8.194541846842908,promitto
-8.194541846842908,audeo
-8.194541846842908,contemno
-8.194541846842908,sensus
-8.194541846842908,sapio
-8.194541846842908,arma
-8.194541846842908,magis
-8.194541846842908,maga
-8.194541846842908,occido
-8.22121009392507,medius
-8.22121009392507,prohibeo
-8.22121009392507,pecunia
-8.22121009392507,L
-8.22121009392507,iterum
-8.22121009392507,immo
-8.22121009392507,imago
-8.22121009392507,ignis
-8.22121009392507,cibus
-8.22121009392507,ver
-8.22121009392507,perdo
-8.22121009392507,contendo
-8.22121009392507,utilis
-8.22121009392507,perficio
-8.22121009392507,ceteri
-8.22121009392507,potior
-8.248609068113185,placeo
-8.248609068113185,ecce
-8.248609068113185,desidero
-8.248609068113185,erro
-8.248609068113185,converto
-8.248609068113185,servio
-8.248609068113185,tres
-8.248609068113185,opera
-8.248609068113185,vito
-8.248609068113185,facile
-8.248609068113185,odio
-8.248609068113185,alienus
-8.248609068113185,contingo
-8.248609068113185,adversarius
-8.248609068113185,accido
-8.27677994507988,caelum
-8.27677994507988,condicio
-8.27677994507988,munus
-8.27677994507988,intro
-8.27677994507988,caedo
-8.305767481953133,nimius
-8.305767481953133,sanguis
-8.305767481953133,transfero
-8.305767481953133,persequor
-8.305767481953133,num
-8.305767481953133,membrum
-8.305767481953133,fortasse
-8.305767481953133,fateor
-8.305767481953133,facultas
-8.305767481953133,explico
-8.305767481953133,copia
-8.305767481953133,consuetudo
-8.305767481953133,adiuvo
-8.305767481953133,scientia
-8.305767481953133,laboro
-8.305767481953133,occupo
-8.305767481953133,regnum
-8.305767481953133,prior
-8.305767481953133,auris
-8.305767481953133,exspecto
-8.305767481953133,solo
-8.305767481953133,senex
-8.335620445102814,aequus
-8.335620445102814,resurgo
-8.335620445102814,pariter
-8.335620445102814,intersum
-8.335620445102814,consulatus
-8.335620445102814,cogitatio
-8.335620445102814,amicitia
-8.335620445102814,admoneo
-8.335620445102814,fama
-8.335620445102814,incipio
-8.335620445102814,reperio
-8.335620445102814,beneficium
-8.335620445102814,exeo
-8.335620445102814,tertius
-8.335620445102814,nox
-8.335620445102814,difficilis
-8.335620445102814,honor
-8.335620445102814,sata
-8.335620445102814,os
-8.335620445102814,ferus
-8.366392103769568,universus
-8.366392103769568,tot
-8.366392103769568,sin
-8.366392103769568,postea
-8.366392103769568,numen
-8.366392103769568,interrogo
-8.366392103769568,interim
-8.366392103769568,cotidie
-8.366392103769568,comparo
-8.366392103769568,ingredior
-8.366392103769568,iustitia
-8.366392103769568,irascor
-8.366392103769568,instituo
-8.366392103769568,subicio
-8.366392103769568,orior
-8.366392103769568,plenus
-8.366392103769568,quantum
-8.366392103769568,levis
-8.398140802084148,mare
-8.398140802084148,velut
-8.398140802084148,umquam
-8.398140802084148,quaestio
-8.398140802084148,prosum
-8.398140802084148,miror
-8.398140802084148,iuvo
-8.398140802084148,inquam
-8.398140802084148,gaudeo
-8.398140802084148,actio
-8.398140802084148,excipio
-8.398140802084148,statuo
-8.398140802084148,pugno
-8.398140802084148,committo
-8.398140802084148,deduco
-8.398140802084148,adduco
-8.398140802084148,adficio
-8.398140802084148,propono
-8.398140802084148,antiquus
-8.398140802084148,mereo
-8.398140802084148,illi
-8.398140802084148,summum
-8.43093062490714,reliquus
-8.43093062490714,patro
-8.43093062490714,indo
-8.43093062490714,testimonium
-8.43093062490714,tandem
-8.43093062490714,provincia
-8.43093062490714,prius
-8.43093062490714,parum
-8.43093062490714,interficio
-8.43093062490714,etsi
-8.43093062490714,auxilium
-8.43093062490714,aufero
-8.43093062490714,occurro
-8.43093062490714,disputo
-8.43093062490714,satis
-8.43093062490714,patria
-8.43093062490714,superus
-8.43093062490714,desero
-8.46483217658282,signo
-8.46483217658282,uter
-8.46483217658282,nobiscum
-8.46483217658282,negotium
-8.46483217658282,lingua
-8.46483217658282,fructus
-8.46483217658282,cerno
-8.46483217658282,excito
-8.46483217658282,observo
-8.46483217658282,clarus
-8.46483217658282,formo
-8.46483217658282,casus
-8.46483217658282,perpetuus
-8.46483217658282,metior
-8.46483217658282,meum
-8.46483217658282,ea
-8.46483217658282,mando
-8.46483217658282,colligo
-8.46483217658282,numero
-8.46483217658282,Latinus
-8.46483217658282,praedico
-8.499923496394091,sanus
-8.499923496394091,nonne
-8.499923496394091,mulier
-8.499923496394091,magnitudo
-8.499923496394091,hodie
-8.499923496394091,defensio
-8.499923496394091,cupiditas
-8.499923496394091,civilis
-8.499923496394091,amitto
-8.499923496394091,ager
-8.499923496394091,addo
-8.499923496394091,exsisto
-8.499923496394091,divitiae
-8.499923496394091,sufficio
-8.499923496394091,discedo
-8.499923496394091,eripio
-8.499923496394091,admitto
-8.499923496394091,libero
-8.499923496394091,tribuo
-8.499923496394091,aeternus
-8.499923496394091,caveo
-8.499923496394091,curro
-8.499923496394091,librum
-8.499923496394091,praesens
-8.499923496394091,servus
-8.499923496394091,mortuus
-8.536291140564966,paulus
-8.536291140564966,planus
-8.536291140564966,tribunus
-8.536291140564966,spatium
-8.536291140564966,rursus
-8.536291140564966,ops
-8.536291140564966,multitudo
-8.536291140564966,morbus
-8.536291140564966,expeto
-8.536291140564966,epistula
-8.536291140564966,defero
-8.536291140564966,traho
-8.536291140564966,italia
-8.536291140564966,praesidium
-8.536291140564966,monstro
-8.536291140564966,induco
-8.536291140564966,paucus
-8.536291140564966,praetereo
-8.536291140564966,materia
-8.536291140564966,amplus
-8.536291140564966,multo
-8.536291140564966,foedus
-8.536291140564966,par
-8.574031468547812,privo
-8.574031468547812,pes
-8.574031468547812,timor
-8.574031468547812,tempto
-8.574031468547812,sustineo
-8.574031468547812,praebeo
-8.574031468547812,pietas
-8.574031468547812,nondum
-8.574031468547812,lumen
-8.574031468547812,impleo
-8.574031468547812,forsitan
-8.574031468547812,doctrina
-8.574031468547812,argumentum
-8.574031468547812,agnosco
-8.574031468547812,acies
-8.574031468547812,servitus
-8.574031468547812,specto
-8.574031468547812,vulnus
-8.574031468547812,caritas
-8.574031468547812,plebs
-8.574031468547812,integer
-8.574031468547812,evenio
-8.574031468547812,adicio
-8.574031468547812,dux
-8.574031468547812,lux
-8.574031468547812,manifestus
-8.574031468547812,honoro
-8.574031468547812,taceo
-8.574031468547812,sus
-8.574031468547812,potius
-8.574031468547812,medium
-8.574031468547812,illa
-8.574031468547812,educo
-8.574031468547812,exercitus
-8.613252181701094,immortalis
-8.613252181701094,substantia
-8.613252181701094,revoco
-8.613252181701094,quotiens
-8.613252181701094,proinde
-8.613252181701094,praemium
-8.613252181701094,libido
-8.613252181701094,huiusmodi
-8.613252181701094,etiamsi
-8.613252181701094,descendo
-8.613252181701094,cumque
-8.613252181701094,supero
-8.613252181701094,polliceor
-8.613252181701094,exigo
-8.613252181701094,attineo
-8.613252181701094,vindico
-8.613252181701094,redimo
-8.613252181701094,moneo
-8.613252181701094,diligenter
-8.613252181701094,divido
-8.613252181701094,noceo
-8.613252181701094,posterus
-8.613252181701094,condo
-8.613252181701094,animal
-8.613252181701094,fortuno
-8.613252181701094,inde
-8.613252181701094,caelestis
-8.654074176221348,contrarius
-8.654074176221348,similitudo
-8.654074176221348,semel
-8.654074176221348,Roma
-8.654074176221348,requiro
-8.654074176221348,queror
-8.654074176221348,praeterea
-8.654074176221348,P
-8.654074176221348,otium
-8.654074176221348,invidia
-8.654074176221348,idcirco
-8.654074176221348,etenim
-8.654074176221348,conficio
-8.654074176221348,abeo
-8.654074176221348,terreo
-8.654074176221348,remitto
-8.654074176221348,infero
-8.654074176221348,deficio
-8.654074176221348,desino
-8.654074176221348,salvos
-8.654074176221348,conor
-8.654074176221348,Philippus
-8.654074176221348,expono
-8.654074176221348,gratus
-8.654074176221348,crassus
-8.654074176221348,cunctus
-8.654074176221348,iaceo
-8.654074176221348,principium
-8.654074176221348,dono
-8.654074176221348,eligo
-8.654074176221348,dissolvo
-8.654074176221348,iungo
-8.654074176221348,maneo
-8.654074176221348,pius
-8.654074176221348,decerno
-8.654074176221348,puer
-8.654074176221348,factum
-8.654074176221348,adfectus
-8.654074176221348,antonius
-8.696633790640144,sacer
-8.696633790640144,fido
-8.696633790640144,reliquum
-8.696633790640144,templum
-8.696633790640144,prorsus
-8.696633790640144,postquam
-8.696633790640144,Plato
-8.696633790640144,natio
-8.696633790640144,interdum
-8.696633790640144,felix
-8.696633790640144,facinus
-8.696633790640144,desum
-8.696633790640144,victoria
-8.696633790640144,solvo
-8.696633790640144,custodio
-8.696633790640144,indulgeo
-8.696633790640144,offendo
-8.696633790640144,compono
-8.696633790640144,impius
-8.696633790640144,culpa
-8.696633790640144,cura
-8.696633790640144,primum
-8.696633790640144,fors
-8.696633790640144,commune
-8.696633790640144,peccatum
-8.696633790640144,caelus
-8.696633790640144,multa
-8.696633790640144,pecus
-8.696633790640144,parens
-8.74108555321098,ultra
-8.74108555321098,solitudo
-8.74108555321098,omitto
-8.74108555321098,numquid
-8.74108555321098,magistratus
-8.74108555321098,imitor
-8.74108555321098,gradus
-8.74108555321098,Cicero
-8.74108555321098,brutus
-8.74108555321098,antea
-8.74108555321098,ascendo
-8.74108555321098,sacerdos
-8.74108555321098,arguo
-8.74108555321098,diverto
-8.74108555321098,dubius
-8.74108555321098,emitto
-8.74108555321098,aspicio
-8.74108555321098,sapientia
-8.74108555321098,finio
-8.74108555321098,ignosco
-8.74108555321098,superbus
-8.74108555321098,rapio
-8.74108555321098,initium
-8.74108555321098,verto
-8.74108555321098,commodus
-8.74108555321098,utrum
-8.74108555321098,for
-8.74108555321098,cuncti
-8.74108555321098,digno
-8.74108555321098,nimium
-8.74108555321098,nitor
-8.74108555321098,Stoicus
-8.787605568845871,usus
-8.787605568845871,varius
-8.787605568845871,vocabulum
-8.787605568845871,vix
-8.787605568845871,simplex
-8.787605568845871,quattuor
-8.787605568845871,procul
-8.787605568845871,pretium
-8.787605568845871,praecipue
-8.787605568845871,plerumque
-8.787605568845871,naturalis
-8.787605568845871,maiestas
-8.787605568845871,Lampadium
-8.787605568845871,Jesus
-8.787605568845871,impono
-8.787605568845871,illic
-8.787605568845871,humilis
-8.787605568845871,dimitto
-8.787605568845871,deprehendo
-8.787605568845871,regio
-8.787605568845871,adsum
-8.787605568845871,pulcher
-8.787605568845871,opto
-8.787605568845871,complector
-8.787605568845871,sonus
-8.787605568845871,fabula
-8.787605568845871,emo
-8.787605568845871,dispono
-8.787605568845871,augeo
-8.787605568845871,iacto
-8.787605568845871,inspicio
-8.787605568845871,experior
-8.787605568845871,mille
-8.787605568845871,rectus
-8.787605568845871,reverto
-8.787605568845871,minus
-8.787605568845871,divina
-8.787605568845871,secundum
-8.787605568845871,beo
-8.787605568845871,iniurius
-8.787605568845871,iniuria
-8.787605568845871,iniquus
-8.836395733015303,sedeo
-8.836395733015303,ultimus
-8.836395733015303,quivis
-8.836395733015303,tantummodo
-8.836395733015303,T
-8.836395733015303,sidus
-8.836395733015303,pronuntio
-8.836395733015303,profiteor
-8.836395733015303,poeta
-8.836395733015303,pergo
-8.836395733015303,penitus
-8.836395733015303,moror
-8.836395733015303,invicem
-8.836395733015303,hora
-8.836395733015303,epicurus
-8.836395733015303,discrimen
-8.836395733015303,decet
-8.836395733015303,carcer
-8.836395733015303,adhibeo
-8.836395733015303,talus
-8.836395733015303,vitio
-8.836395733015303,valde
-8.836395733015303,egredior
-8.836395733015303,celebro
-8.836395733015303,equus
-8.836395733015303,iucundus
-8.836395733015303,incedo
-8.836395733015303,Graecia
-8.836395733015303,potens
-8.836395733015303,pateo
-8.836395733015303,commoveo
-8.836395733015303,vereor
-8.836395733015303,alo
-8.836395733015303,regno
-8.836395733015303,veto
-8.836395733015303,frequens
-8.836395733015303,depono
-8.836395733015303,advenio
-8.836395733015303,appareo
-8.836395733015303,rideo
-8.836395733015303,diversus
-8.836395733015303,Romani
-8.836395733015303,singulus
-8.836395733015303,singuli
-8.836395733015303,revertor
-8.836395733015303,iuvenis
-8.887689027402853,milito
-8.887689027402853,quisnam
-8.887689027402853,tutus
-8.887689027402853,saluto
-8.887689027402853,turpis
-8.887689027402853,habito
-8.887689027402853,victor
-8.887689027402853,V
-8.887689027402853,tyrannus
-8.887689027402853,tenebrae
-8.887689027402853,tabula
-8.887689027402853,supersum
-8.887689027402853,societas
-8.887689027402853,possessio
-8.887689027402853,paene
-8.887689027402853,origo
-8.887689027402853,nuper
-8.887689027402853,narro
-8.887689027402853,miseria
-8.887689027402853,interpretor
-8.887689027402853,constitutio
-8.887689027402853,commemoro
-8.887689027402853,antequam
-8.887689027402853,paeniteo
-8.887689027402853,clamo
-8.887689027402853,vilis
-8.887689027402853,repeto
-8.887689027402853,cedo
-8.887689027402853,persuadeo
-8.887689027402853,separo
-8.887689027402853,recedo
-8.887689027402853,dirigo
-8.887689027402853,consisto
-8.887689027402853,praepono
-8.887689027402853,considero
-8.887689027402853,absolvo
-8.887689027402853,provideo
-8.887689027402853,initio
-8.887689027402853,doleo
-8.887689027402853,sanctum
-8.887689027402853,pedis
-8.887689027402853,inferus
-8.887689027402853,plus
-8.887689027402853,latus
-8.887689027402853,indico
-8.887689027402853,barbarus
-8.887689027402853,atticus
-8.94175624867313,testis
-8.94175624867313,obscurus
-8.94175624867313,placo
-8.94175624867313,iacio
-8.94175624867313,genu
-8.94175624867313,fames
-8.94175624867313,tecum
-8.94175624867313,sollicitudo
-8.94175624867313,recuso
-8.94175624867313,quaeso
-8.94175624867313,pudor
-8.94175624867313,presbyter
-8.94175624867313,pectus
-8.94175624867313,nobilis
-8.94175624867313,namque
-8.94175624867313,mox
-8.94175624867313,mediocris
-8.94175624867313,infinitus
-8.94175624867313,huc
-8.94175624867313,haud
-8.94175624867313,exaudio
-8.94175624867313,diabolus
-8.94175624867313,consumo
-8.94175624867313,cognitio
-8.94175624867313,classis
-8.94175624867313,atqui
-8.94175624867313,admiratio
-8.94175624867313,invitus
-8.94175624867313,innocens
-8.94175624867313,prudens
-8.94175624867313,nuntio
-8.94175624867313,pudeo
-8.94175624867313,expedio
-8.94175624867313,lacrima
-8.94175624867313,consuesco
-8.94175624867313,concito
-8.94175624867313,instruo
-8.94175624867313,subeo
-8.94175624867313,tempero
-8.94175624867313,distinguo
-8.94175624867313,carus
-8.94175624867313,sibus
-8.94175624867313,certe
-8.94175624867313,proximus
-8.94175624867313,orbis
-8.94175624867313,paulum
-8.94175624867313,infans
-8.94175624867313,castra
-8.94175624867313,aegyptius
-8.94175624867313,Pompeius
-8.998914662513078,brevis
-8.998914662513078,incertus
-8.998914662513078,durus
-8.998914662513078,proficiscor
-8.998914662513078,perfectus
-8.998914662513078,similiter
-8.998914662513078,varietas
-8.998914662513078,torqueo
-8.998914662513078,spectaculum
-8.998914662513078,scipio
-8.998914662513078,quot
-8.998914662513078,provoco
-8.998914662513078,posco
-8.998914662513078,persevero
-8.998914662513078,perduco
-8.998914662513078,oppugno
-8.998914662513078,laedo
-8.998914662513078,iniquitas
-8.998914662513078,impello
-8.998914662513078,humanitas
-8.998914662513078,gaudium
-8.998914662513078,frumentum
-8.998914662513078,demum
-8.998914662513078,decipio
-8.998914662513078,incendium
-8.998914662513078,arbitrium
-8.998914662513078,reduco
-8.998914662513078,prodo
-8.998914662513078,unicus
-8.998914662513078,uxor
-8.998914662513078,porto
-8.998914662513078,exprimo
-8.998914662513078,exitus
-8.998914662513078,orestes
-8.998914662513078,misericordia
-8.998914662513078,figura
-8.998914662513078,tego
-8.998914662513078,vulgus
-8.998914662513078,scriptum
-8.998914662513078,mereor
