Source,Pre,Pro,Post
"prose,Seneca, Lucius Annaeus","eius condicionis sunt et hac vice copulantur ut alterum sine altero esse possit, alterum sine altero non possit. </s><s> Quod","dico","conabor facere manifestum. </s><s> Possum pedes movere ut non curram: currere non possum ut pedes non moveam; possum, quamvis"
"prose,Seneca, Lucius Annaeus","esset uxor eius obiecit. </s><s> Di boni, hoc virum audire, principem scire, et usque eo licentiam pervenisse ut, non","dico","consulari, non dico amico, sed tantum marito princeps et adulterium suum narret et fastidium! </s><s> Chaereae contra,"
"prose,Seneca, Lucius Annaeus","eius obiecit. </s><s> Di boni, hoc virum audire, principem scire, et usque eo licentiam pervenisse ut, non dico consulari, non","dico","amico, sed tantum marito princeps et adulterium suum narret et fastidium! </s><s> Chaereae contra, tribuno militum, sermo"
"prose,Seneca, Lucius Annaeus","sentiant, ut ex minimis seminibus nascantur ingentia. </s><s> Ne illa quidem quae videntur confusa et incerta, pluvias","dico","nubesque et elisorum fulminum iactus et incendia ruptis montium verticibus effusa, tremores labantis soli aliaque"
"prose,Seneca, Lucius Annaeus","natura patitur ut umquam bona bonis noceant; inter bonos viros ac deos amicitia est conciliante virtute. </s><s> Amicitiam","dico","? </s><s> immo etiam necessitudo et similitudo, quoniam quidem bonus tempore tantum a deo differt, discipulus eius"
"prose,Seneca, Lucius Annaeus","vertit animum: manet in statu et quidquid evenit in suum colorem trahit; est enim omnibus externis potentior. </s><s> Nec hoc","dico",", non sentit illa, sed vincit, et alioqui quietus placidusque contra incurrentia attollitur. </s><s> Omnia adversa"
"prose,Seneca, Lucius Annaeus","quorum exitum et qui timent laudant. </s><s> Sed iam procedente oratione ostendam quam non sint quae videntur mala: nunc illud","dico",", ista quae tu vocas aspera, quae adversa et abominanda, primum pro ipsis esse quibus accidunt, deinde pro universis,"
"prose,Seneca, Lucius Annaeus","nudis et inopia fortioribus labor praestet. </s><s> Omnes considera gentes in quibus Romana pax desinit, Germanos","dico","et quidquid circa Histrum vagarum gentium occursat: perpetua illos hiemps, triste caelum premit, maligne solum"
"prose,Cicero, Marcus Tullius",", quam cuperem, rei publicae gratularer. </s><s> Atque ego celeriter Veliam devectus Brutum vidi, quanto meo dolore, non","dico",". </s><s> Turpe mihi ipsi videbatur in eam urbem me audere reverti, ex qua Brutus cederet, et ibi velle tuto esse, ubi ille non"
"prose,Cicero, Marcus Tullius",", ut inexpiabiles religiones in rem publicam inducerentur, ut decernerentur supplicationes mortuo? </s><s> Nihil","dico",", cui. </s><s> Fuerit ille Brutus, qui et ipse dominatu regio rem publicam liberavit et ad similem virtutem et simile factum"
"prose,Cicero, Marcus Tullius","<s> ) POPULUSQUE IURE SCIVIT. </s><s> Qui populus? </s><s> isne, qui exclusus est? </s><s> Quo iure? </s><s> an eo, quod vi et armis omne subla tum est? </s><s> Atque","dico","de futuris, quod est amicorum ante dicere ea, quae vitari possint; quae si facta non erunt, refelletur oratio mea. </s>"
"prose,Cicero, Marcus Tullius",". </s><s> Iam invideo magistro tuo, qui te tanta mercede, quantam iam proferam, nihil sapere doceat. </s><s> Quid enim est minus non","dico","oratoris, sed hominis quam id obicere adversario, quod ille si verbo negarit, longius progredi non possit, qui"
"prose,Cicero, Marcus Tullius","disertus non intellegit eum, quem contra dicit, laudari a se, eos, apud quos dicit, vituperari. </s><s> Iam illud cuius est non","dico","audaciae( cupit enim se audacem), sed, quod minime vult, stultitiae, qua vincit omnis, clivi Capitolini mentionem"
"prose,Cicero, Marcus Tullius","gloriosissimi facti nomen audivit? </s><s> Cuius autem, qui in eo numero fuisset, nomen est occultatum? </s><s> Occultatum","dico","; cuius non statim divulgatum? </s><s> Citius dixerim iactasse se aliquos, ut fuisse in ea societate viderentur, cum conscii"
"prose,Cicero, Marcus Tullius","re publica bene mereri; habet istius pulcherrimi facti clarissimos viros res publica auctores; ego te tantum gaudere","dico",", fecisse non arguo. </s><s> Respondi maximis criminibus; nunc etiam reliquis respondendum est. </s><s> Castra mihi Pompei atque"
"prose,Cicero, Marcus Tullius","Galliam ex Aegypto quam domum. </s><s> Quae autem domus? </s><s> Suam enim quisque domum tum optinebant, nec erat usquam tua. </s><s> Domum","dico","; quid erat in terris, ubi in tuo pedem poneres praeter unum Misenum, quod cum sociis tamquam Sisaponem tenebas? </s>"
"prose,Cicero, Marcus Tullius","peragratio itinerum, lustratio municipiorum! </s><s> Scio me in rebus celebratissimis omnium sermone versari eaque, quae","dico","dicturusque sum, notiora esse omnibus, qui in Italia tum fuerunt, quam mihi, qui non fui; notabo tamen singulas res,"
"prose,Cicero, Marcus Tullius","quem,'' Male parta male dilabuntur. </s><s> '' Incredibile ac simile portenti est, quonam modo illa tam multa quam paucis non","dico","mensibus, sed diebus effuderit. </s><s> Maximus vini numerus fuit, permagnum optimi pondus argenti, pretiosa vestis, multa"
"prose,Cicero, Marcus Tullius","quidem luxuriosi hominis, sed tamen abundantis. </s><s> Horum paucis diebus nihil erat. </s><s> Quae Charybdis tam vorax? </s><s> Charybdim","dico",", quae si fuit, animal unum fuit; Oceanus medius fidius vix videtur tot res tam dissipatas, tam distantibus in locis"
"prose,Cicero, Marcus Tullius",", tamen infligi magnum rei publicae vulnus putabamus, hunc tu compransoribus tuis et conlusoribus dividebas. </s><s> Mimos","dico","et mimas, patres conscripti, in agro Campano collocatos. </s><s> Quid iam querar de agro Leontino? </s><s> quoniam quidem hae quondam"
"prose,Cicero, Marcus Tullius","arma largiri, primum nervos belli, pecuniam infinitam, qua nunc eget, deinde equitatum, quantum velit? </s><s> Equitatum","dico","; dubitabit, credo, gentis barbaras se cum adducere. </s><s> Hoc qui non videt, excors, qui, cum videt, decernit, impius est. </s>"
"prose,Cicero, Marcus Tullius","Bruto liberatam plus potuerunt quam universa res publica. </s><s> Non possum adfirmare nullis telis eos stipatos fuisse, hoc","dico",": nec multis et occultis. </s><s> At hanc pestem agmen armatorum sequebatur; Cassius, Mustela, Tiro, gladios ostentantes sui"
"prose,Cicero, Marcus Tullius","administrandam arbitror sine ulla mora et confestim gerendam censeo; tumultum decerni, iustitium edici, saga sumi","dico","oportere, dilectum haberi sublatis vacationibus in urbe et in Italia praeter Galliam totam. </s><s> Quae si erunt facta,"
"prose,Cicero, Marcus Tullius","civem clarum haberi salutaremque rei publicae, nihil cum hac gloria comparandum putet. </s><s> Utinam C. Caesari, patri","dico",", contigisset adulescenti, ut esset senatui atque optimo cuique carissimus! </s><s> Quod cum consequi neglexisset, omnem"
"prose,Cicero, Marcus Tullius","fautorem, tamen eundem, ut dixi, nisi talis esset consul, negare esse consulem auderem; idem non modo consulem esse","dico",", sed etiam memoria mea praestantissimum atque optimum consulem, non quin pari virtute et voluntate alii fuerint, sed"
"prose,Cicero, Marcus Tullius","ut ita dicam, alumnus, qui quantuscumque sum( nihil enim mihi adrogo), sine pace civili certe non fuissem( periculose","dico","; quem ad modum accepturi, patres conscripti, sitis, horreo, sed pro mea perpetua cupiditate vestrae dignitatis"
"prose,Cicero, Marcus Tullius",", sed in maxima consensione incredibilique concordia. </s><s> Omnes idem volunt, idem defendunt, idem sentiunt. </s><s> Cum omnes","dico",", eos excipio, quos nemo civitate dignos putat. </s><s> Quae est igitur in medio belli causa posita? </s><s> Nos deorum immortalium"
"prose,Cicero, Marcus Tullius","num quid tale habemus? </s><s> Di meliora! </s><s> id enim ipsum agimus, ne quis posthac quicquam eius modi possit polliceri. </s><s> Invitus","dico",", sed dicendum est. </s><s> Hasta Caesaris, patres conscripti, multis inprobis et spem adfert et audaciam. </s><s> Viderunt enim ex"
"prose,Cicero, Marcus Tullius","sua calamitate civitas satiare tam fidelis potest? </s><s> Rursus iam me irasci fortasse dices. </s><s> Ego autem sine iracundia","dico","omnia, nec tamen sine dolore animi; neminem illi civitati inimicum esse arbitror, qui amicus huic sit civitati. </s>"
"prose,Cicero, Marcus Tullius","querelam moderate ferat, aequo animo laturum amici. </s><s> Venio ad reliquos consularis, quorum nemo est( iure hoc meo","dico","), quin mecum habeat aliquam coniunctionem gratiae, alii maximam, alii mediocrem, nemo nullam. </s><s> Quam hesternus dies"
"prose,Cicero, Marcus Tullius","aliquam coniunctionem gratiae, alii maximam, alii mediocrem, nemo nullam. </s><s> Quam hesternus dies nobis, consularibus","dico",", turpis inluxit! </s><s> Iterum legatos? </s><s> Quid, si ille faceret inducias? </s><s> Ante os oculosque legatorum tormentis Mutinam"
"prose,Cicero, Marcus Tullius","lex Caesaris, et tu acta Caesaris defendis. </s><s> Haec tu mandata, L. Piso, et tu, L. Philippe, principes civitatis, non","dico","animo ferre, verum auribus accipere potuistis? </s><s> Sed, ut suspicor, terror erat quidam, nec vos ut legati apud illum"
"prose,Cicero, Marcus Tullius","imperium extraordinarium mea sententia dedi. </s><s> Ille enim mihi praesidium extraordinarium dederat. </s><s> Cum","dico","'' mihi'', senatui dico populoque Romano. </s><s> A quo praesidium res publica ne cogitatum quidem tantum haberet, ut sine eo"
"prose,Cicero, Marcus Tullius","extraordinarium mea sententia dedi. </s><s> Ille enim mihi praesidium extraordinarium dederat. </s><s> Cum dico'' mihi'', senatui","dico","populoque Romano. </s><s> A quo praesidium res publica ne cogitatum quidem tantum haberet, ut sine eo salva esse non posset,"
"prose,Cicero, Marcus Tullius",",'' ut liberato Bruto''; id enim restabat, ut relicto, deserto, prodito. </s><s> Ego vero mentionem omnino provinciarum factam","dico","alienissimo tempore. </s><s> Quamvis enim intentus animus tuus sit, C. Pansa, sicut est, ad virum fortissimum et omnium"
"prose,Cicero, Marcus Tullius","legationem suscepissem. </s><s> '' Nec mirum, P. Servili. </s><s> Tuis enim severissimis gravissimisque sententiis omni est non","dico","dignitate, sed etiam spe salutis spoliatus Antonius. </s><s> Ad eum ire te legatum quis non miraretur? </s><s> De me experior, cuius"
"prose,Cicero, Marcus Tullius","paenitenti mutatio consilii. </s><s> Quid enim potest, per deos inmortales! </s><s> rei publicae prodesse nostra legatio? </s><s> Prodesse","dico","; quid, si etiam obfutura est? </s><s> Obfutura; quid, si iam nocuit atque obfuit? </s><s> An vos acerrimam illam et fortissimam populi"
"prose,Cicero, Marcus Tullius","obsident, de Falerno Anseres depellantur. </s><s> Sunt alii plures fortasse, sed mea memoria dilabuntur. </s><s> Ego etiam eos","dico",", qui hostium numero non sunt, Pompeianas possessiones, quanti emerint, filio reddituros. </s><s> Satis inconsiderati fuit"
"prose,Cicero, Marcus Tullius",", quae increbuit, imperatorem appellaret senatus; tot legionibus caesis, tanta multitudine hostium interfecta(","dico","; ita, inquam, hostium, quamvis hoc isti hostes domestici nolint) clarissimis ducibus supplicationum honorem"
"prose,Cicero, Marcus Tullius","modo qui decrevit, idem imprudens hostes iudicavit; numquam enim in civilis bello supplicatio decreta est. </s><s> Decretam","dico","; ne victoris quidem litteris postulata est. </s><s> Civile bellum consul Sulla gessit, legionibus in urbem adductis, quos"
"prose,Seneca, Lucius Annaeus","a suis desciverunt, et tamen excusatissimus essem, etiam si non praecepta illorum sequerer sed exempla. </s><s> Hoc quod","dico","in duas dividam partes: primum, ut possit aliquis vel a prima aetate contemplationi veritatis totum se tradere,"
"prose,Seneca, Lucius Annaeus","; alii petunt illam, nobis haec statio, non portus est. </s><s> Adice nunc[ huc] quod e lege Chrysippi vivere otioso licet: non","dico","ut otium patiatur, sed ut eligat. </s><s> Negant nostri sapientem ad quamlibet rem publicam accessurum; quid autem interest"
"prose,Seneca, Lucius Annaeus","quidem opiniones praeteribo-- nam et enumerare illas longum est et coarguere: nostram accipe. </s><s> Nostram autem cum","dico",", non alligo me ad unum aliquem ex Stoicis proceribus: est et mihi censendi ius. </s><s> Itaque aliquem sequar, aliquem iubebo"
"prose,Seneca, Lucius Annaeus","frueris, ego utor; tu illam summum bonum putas, ego nec bonum; tu omnia voluptatis causa facis, ego nihil. </s><s> Cum","dico","me nihil voluptatis causa facere, de illo loquor sapiente, cui soli concedimus voluptatem. </s><s> Non voco autem sapientem"
"prose,Seneca, Lucius Annaeus","inde aperto capite. </s><s> Itaque non dicam quod plerique nostrorum, sectam Epicuri flagitiorum magistram esse, sed illud","dico",": male audit, infamis est. </s><s> '' At inmerito. </s><s> '' Hoc scire qui potest nisi interius admissus? </s><s> frons eius ipsa dat locum"
"prose,Seneca, Lucius Annaeus","deest aliquid tibi aut incidit durius, aeque mirari aut indigne ferre ea quae tam bonis accidunt quam malis, morbos","dico",", funera, debilitates et cetera ex transverso in vitam humanam incurrentia. </s><s> Quidquid ex universi constitutione"
"prose,Seneca, Lucius Annaeus","secundus et ferens ventus, ut dies bonus et in bruma ac frigore apricus locus. </s><s> Quis porro sapientium-- nostrorum","dico",", quibus unum est bonum virtus-- negat etiam haec quae indifferentia vocamus habere aliquid in se pretii et alia aliis"
"prose,Seneca, Lucius Annaeus","'' quod quisque agnoverit tollat. </s><s> '' O magnum virum,; o; optime divitem, si post hanc vocem tantundem habuerit! </s><s> Ita","dico",": si tuto et securus scrutationem populo praebuerit, si nihil quisquam apud illum invenerit quoi manus iniciat,"
"prose,Seneca, Lucius Annaeus","quod si vobis exercere taetram istam licentiam placet, alter in alterum incursitate. </s><s> Nam cum in caelum insanitis, non","dico","sacrilegium facitis sed operam perditis. </s><s> Praebui ego aliquando Aristophani materiam iocorum, tota illa comicorum"
"prose,Seneca, Lucius Annaeus","ne avocari quidem se passa est; intenta in unam rem et toto animo adfixa, talis per omnem vitam fuit qualis in funere, non","dico","non[ est] ausa consurgere, sed adlevari recusans, secundam orbitatem iudicans lacrimas mittere. </s><s> Nullam habere"
"prose,Cicero, Marcus Tullius","qui tibi adsunt veritas valebit, aut ex hoc loco repulsa vi et gratia locum ubi consistat reperire non poterit. </s><s> Non eo","dico",", C. Aquili, quo mihi veniat in dubium tua fides et constantia, aut quo non in his quos tibi advocavisti viris"
"prose,Cicero, Marcus Tullius","Naevium certiorem facit, rogat ut curet quod dixisset. </s><s> Tum iste vir optimus vereor ne se derideri putet quod iterum iam","dico","; optimus;- qui hunc in summas angustias adductum putaret, ut eum suis condicionibus in ipso articulo temporis"
"prose,Cicero, Marcus Tullius","recusabat Quinctius quin ita satis dare iuberetur, si bona possessa essent ex edicto. </s><s> Decernit- quam aequum, nihil","dico",", unum hoc dico, novum; et hoc ipsum tacuisse mallem, quoniam utrumque quivis intellegere potuit sed iubet P."
"prose,Cicero, Marcus Tullius","quin ita satis dare iuberetur, si bona possessa essent ex edicto. </s><s> Decernit- quam aequum, nihil dico, unum hoc","dico",", novum; et hoc ipsum tacuisse mallem, quoniam utrumque quivis intellegere potuit sed iubet P. Quinctium sponsionem"
"prose,Cicero, Marcus Tullius","eam rem commemorando renovare cuius omnino rei memoriam omnem tolli funditus ac deleri arbitror oportere; Unum illud","dico",": Si propter partium studium potens erat Alfenus, potentissimus Naevius; si fretus gratia postulabat aliquid"
"prose,Cicero, Marcus Tullius","esse. </s><s> Emisti bona Sex. Alfeni L. Sulla dictatore vendente; socium tibi in his bonis edidisti Quinctium. </s><s> Plura non","dico",". </s><s> Cum eo tu voluntariam societatem coibas qui te in hereditaria societate fraudarat, et eum iudicio tuo comprobabas"
"prose,Cicero, Marcus Tullius",", cui Romae domus, uxor, liberi, procurator esset, eum qui tibi vadimonium non deservisset; haec omnia mitto; illud","dico",", dominum expulsum esse de praedio, domino a familia sua manus adlatas esse ante suos Lares familiaris; hoc dico. </s><s> .. </s><s> Sic"
"prose,Cicero, Marcus Tullius","; illud dico, dominum expulsum esse de praedio, domino a familia sua manus adlatas esse ante suos Lares familiaris; hoc","dico",". </s><s> .. </s><s> Sic Cicero pro Quinctio adversarii definitionem ex opinione hominum reprehendit: Si qui unum aliquem fundum"
"prose,Cicero, Marcus Tullius",", neque quo modo dicam neque quo modo taceam reperire possum. </s><s> Si enim taceo, vel maximam partem relinquo; sin autem","dico",", vereor ne non ille solus, id quod ad me nihil attinet, sed alii quoque plures laesos se putent. </s><s> Tametsi ita se res habet"
"prose,Cicero, Marcus Tullius","; nam Sullam et oratio mea ab initio et ipsius eximia virtus omni tempore purgavit. </s><s> Ego haec omnia Chrysogonum fecisse","dico",", ut ementiretur, ut malum civem Sex. Roscium fuisse fingeret, ut eum apud adversarios occisum esse diceret, ut his de"
"prose,Cicero, Marcus Tullius","profusos sumptus aut facient aut approbabunt nolo in eos gravius quicquam ne ominis quidem causa dicere, unum hoc","dico",": nostri isti nobiles nisi vigilantes et boni et fortes et misericordes erunt, eis hominibus in quibus haec erunt"
"prose,Cicero, Marcus Tullius","dixerim, te in eosdem dixisse; sin verum, non esse hoc regnare, cum verum iuratus dicas, probare. </s><s> De huius spe tantum","dico",", nullas a me opes P. Sullam, nullam potentiam, nihil denique praeter fidem defensionis exspectare. </s><s> Nisi tu, inquit,"
"prose,Cicero, Marcus Tullius","regem esse me, quoniam, ut tu ais, duo iam peregrini reges Romae fuerunt, quam consulem Romae fuisse peregrinum. </s><s> Hoc","dico",", inquit, te esse ex municipio. </s><s> Fateor et addo etiam: ex eo municipio unde iterum iam salus huic urbi imperioque missa"
"prose,Cicero, Marcus Tullius","? </s><s> Itaque attende, Torquate, quam ego defugiam auctoritatem consulatus mei! </s><s> Maxima voce ut omnes exaudire possint","dico","semperque dicam. </s><s> Adeste omnes animis, Quirites, quorum ego frequentia magno opere laetor; erigite mentis aurisque"
"prose,Cicero, Marcus Tullius","Italia, emisi in omnis provincias; eius indici ex quo oblata salus esset omnibus expertem esse neminem volui. </s><s> Itaque","dico","locum in orbe terrarum esse nullum, quo in loco populi Romani nomen sit, quin eodem perscriptum hoc indicium"
"prose,Cicero, Marcus Tullius","atque ornatissimum virum, vehementer invectus est. </s><s> Cuius ego de virtute et constantia, iudices, tantum","dico",", talem hunc in ista rogatione quam promulgarat non de tollenda, sed de levanda calamitate fratris sui fuisse ut"
"prose,Cicero, Marcus Tullius","gratias egerit, cui uni togato supplicationem decreverit, dicere in iudicio: non defenderem, si coniurasset. </s><s> Non","dico","id quod grave est, dico illud quod in his causis coniurationis non auctoritati adsumam, sed pudori meo: ego ille"
"prose,Cicero, Marcus Tullius","uni togato supplicationem decreverit, dicere in iudicio: non defenderem, si coniurasset. </s><s> Non dico id quod grave est,","dico","illud quod in his causis coniurationis non auctoritati adsumam, sed pudori meo: ego ille coniurationis investigator"
"prose,Cicero, Marcus Tullius",". </s><s> Ego, iudices, de tantis omnium periculis cum quaererem omnia, multa audirem, crederem non omnia, caverem omnia,","dico","hoc quod initio dixi, nullius indicio, nullius nuntio, nullius suspicione, nullius litteris de P. Sulla rem ullam ad"
"prose,Cicero, Marcus Tullius","evi, ita gesta sunt, iudices. </s><s> Insidiator superatus est, vi victa vis, vel potius oppressa virtute audacia est. </s><s> Nihil","dico","quid res publica consecuta sit, nihil quid vos, nihil quid omnes boni: nihil sane id prosit Miloni, qui hoc fato natus"
"prose,Cicero, Marcus Tullius","Miloni. </s><s> At valuit odium, fecit iratus, fecit inimicus, fuit ultor iniuriae, poenitor doloris sui. </s><s> Quid? </s><s> si haec non","dico","maiora fuerunt in Clodio quam in Milone, sed in illo maxima, nulla in hoc? </s><s> quid voltis amplius? </s><s> Quid enim odisset"
"prose,Cicero, Marcus Tullius","faceretis, ut in eos se potius immitteret quam in vestras possessiones, vestra tecta, vestras pecunias:-- pecunias","dico","? </s><s> a liberis( me dius fidius) et a coniugibus vestris numquam ille effrenatas suas libidines cohibuisset. </s><s> Fingi haec"
