Source,Pre,Pro,Post
"prose,Seneca, Lucius Annaeus","Tam effeminata vox virum dedecet. </s><s> Videris quemadmodum hoc votum meum excipias; ego illud magno animo, non tantum bono","facio",": neque di neque deae faciant ut te fortuna in delicis habeat. </s><s> Ipse te interroga, si quis potestatem tibi deus faciat,"
"prose,Seneca, Lucius Annaeus","suam suorumque! </s><s> Quanti animi res est solum nihil petere, nulli supplicare, et dicere,'' nihil mihi tecum, fortuna; non","facio","mei tibi copiam. </s><s> Scio apud te Catones repelli, Vatinios fieri. </s><s> Nihil rogo. </s><s> '' Hoc est privatam facere fortunam. </s><s> Licet"
"prose,Seneca, Lucius Annaeus","peto. </s><s> Cui? </s><s> mihi; ergo mei curam ago. </s><s> Dolorem refugio. </s><s> Pro quo? </s><s> pro me; ergo mei curam ago. </s><s> Si omnia propter curam mei","facio",", ante omnia est mei cura. </s><s> Haec animalibus inest cunctis, nec inseritur sed innascitur. </s><s> Producit fetus suos natura,"
"prose,[Auctor incertus]","modestiaeque fueritis studiosiores, indignos vos esse arbitror qui in meo exercitu ordines ducatis, missosque","facio","et quantum pote abesse ex Africa iubeo. </s><s> '' Itaque traditos centurionibus et singulis non amplius singulos additos"
"prose,Cicero, Marcus Tullius","fugerent, ut multa de suis rebus asportarent, cum esset admonitus a quodam, ut idem ipse faceret,'' Ego vero'', inquit,''","facio","; nam omnia mecum porto mea. </s><s> '' Ille haec ludibria fortunae ne sua quidem putavit, quae nos appellamus etiam bona. </s><s> Quid"
"prose,Cicero, Marcus Tullius","quem timeam lectorem, cum ad te ne Graecis quidem cedentem in philosophia audeam scribere? </s><s> quamquam a te ipso id quidem","facio","provocatus gratissimo mihi libro, quem ad me de virtute misisti. </s><s> Sed ex eo credo quibusdam usu venire; ut abhorreant a"
"prose,Cicero, Marcus Tullius","es? </s><s> Mihi quidem Antiochum, quem audis, satis belle videris attendere. </s><s> Tum ille timide vel potius verecunde:","Facio",", inquit. </s><s> equidem, sed audistine modo de Carneade? </s><s> Rapior illuc, revocat autem Antiochus, nec est praeterea, quem"
"prose,Cicero, Marcus Tullius","acturi iam sumus, quae tanta esse uolumus. </s><s> Non enim erunt, nisi ea fuerint, unde illa manant, amplissima. </s><s> Deinde","facio","et lubenter et, ut spero, recte, quod eam quoius studio teneor quaeque me eum, quicumque sum, effecit, non possum"
"prose,Arnobius","nobis adscribere id quod offendit res vestras, cum nihil laetis officiamus et prosperis. </s><s> Si enim ego ut male sit","facio",", cur ut bene sit non obsto? </s><s> si ut inopia magna sit meum nomen in causa est, cur nihil impedio ut sit feracitas maxima? </s><s> si ut"
"prose,Arnobius","doctore tanto in vias veritatis inductus omnia ista quae sint scio, digna de dignis sentio, contumeliam nomini nullam","facio","divino, et quid cuique debeatur vel personae vel capiti, inconfusis gradibus atque auctoritatibus tribuo. </s><s> Ita ergo"
"prose,Arnobius","cum fuerit procreata? </s><s> Sed rationales illi sunt et articulatas exprimunt voces. </s><s> Et unde illis notnm est an et ego quod","facio","meis rationibus faciam et vos ista quam promo mei generis verba sint et solis intellegantur a nobis? </s><s> Interroga"
"prose,Curtius Rufus, Quintus",";, Philotas:; Recte;, inquit,; quisquis es, dicis. </s><s> Itaque, si insidiatus sum, poenam non deprecor, et finem","facio","dicendi, quoniam ultima verba gravia sunt visa auribus. </s><s> ; Abducitur deinde ab iis, qui custodiebant eum. </s><s> Erat inter"
"prose,Quintilianus, Marcus Fabius",", nec utique ad minutissima usque geometriae opera descendat; non domoedum in pronuntiando nec saltatorem in gestu","facio",". </s><s> Quae si omnia exigerem, suppeditabat tamen tempus; longa est enim quae discit aetas, et ego non de tardis ingeniis"
"prose,Servius, Marius Honoratus","Tullius'','' verba fecit Tullius in senatu''. </s><s> AdVium dictum est, quia numquam recedit a verbo: sive enim dicam'' cras","facio","'','' hodie dico'', invenias ADVia verbis cohaerentia. </s><s> Participium vocatur, quoniam partem tenet nominis, partem"
"prose,Servius, Marius Honoratus","ut siqui dicat concipio, iure dicitur corruptum, quia, si solvatur, facit capio, quod est integrum; et conficio facit","facio","et similia. </s><s> Ablativus singularis regit genetivum dativum et ablativum pluralem secundum regulas in arte positas. </s>"
"prose,Servius, Marius Honoratus","adverbium tamen non invenitur. </s><s> nam cum dico cras hodie, non erit integra elocutio, nisi addam verbum, ut puta dico vel","facio",". </s><s> AdVium plerumque confirmat verbum, plerumque destruit: confirmat, ut'' iam faciam''; destruit, ut'' non faciam''. </s>"
"prose,Servius, Marius Honoratus","iudicio quam artis ratione colligimus. </s><s> praepositiones aut ipsa verba corrumpunt, ut conficio; nam erat integrum","facio",": aut ipsae corrumpuntur ab integris verbis, ut affero; nam erat integrum fero: aut utrumque, et corrumpunt et"
"prose,Servius, Marius Honoratus","et corrumpuntur, ut afficio. </s><s> Nam affero, quod scribebatur per a et per d, incipit scribi per a et f; et item quod erat","facio",", fit ficio. </s><s> Praepositio et quando praeponitur et quando postponitur, si casum suum retineat, praepositio est, ut''"
"prose,Servius, Marius Honoratus","sunt haec, lego legi legeram legero, faveo favi faveram favero, venio veni veneram venero, fugio fugi fugeram fugero,","facio","feci feceram fecero, sedeo sedi sederam sedero, fodio fodi foderam fodero, video vidi videram videro, voveo vovi"
"prose,Gellius, Aulus",";; gero, gestus;; gestito;;; veho, vectus;; vectito;;; rapio, raptus;; raptito;;; capio, captus;; captito;;;","facio",", factus;; factito;. </s><s> Sic igitur; actito; producte in prima syllaba pronuntiandum, quoniam ex eo fit, quod est; ago; et"
"prose,Gellius, Aulus",", aliquid petimus, neque ullius rei causa quisquam ad vos prodit, nisi ut aliquid auferat. </s><s> Ego ipse, qui aput vos verba","facio",", uti vectigalia vestra augeatis, quo facilius vestra commoda et rempublicam administrare possitis, non gratis"
"prose,Gellius, Aulus",". </s><s> dein Naevius, qui fervet, pretio in tertiost. </s><s> si erit, quod quarto detur, dabitur Licinio. </s><s> post insequi Licinium","facio","Atilium. </s><s> in sexto consequetur hos Terentius, Turpilius septimum, Trabea octavum optinet, nono loco esse facile"
"prose,Gellius, Aulus","Atilium. </s><s> in sexto consequetur hos Terentius, Turpilius septimum, Trabea octavum optinet, nono loco esse facile","facio","Luscium. </s><s> decimum addo causa antiquitatis Ennium. </s><s> Cn. Matius, vir eruditus, in mimiambis suis non absurde neque"
"prose,[Auctor incertus]","contraria priori profiscatur, hoc modo:; Esse oportet, ut vivas, non vivere, ut edis. </s><s> ; Item:; Ea re poemata non","facio",", quia, cuiusmodi volo, non possum, cuiusmodi possum, nolo. </s><s> ; Item:; Quae de illo, dici non possunt. </s><s> ; Item:; Poema"
"prose,Balbus, [Pseudo-] Caecilius",", propter quod mare haberet infestum, Respondit libera continencia, propter quod tu orbem terrarum. </s><s> sed quia id uno","facio","navigio, latro vocor, tu quia facis magna classe, vocaris imperator. </s><s> si solus captus fuerit alexander, latus erit; si"
"prose,Balbus, [Pseudo-] Caecilius","mare haberet infestum, ille libera contumacia, Quid tibi, inquit, ut tu orbem terrarum. </s><s> Sed quia id ego uno navigio","facio",", latro vocor; quia tu magna classe, diceris imperator. </s><s> Si solus et captus sit Alexander, latro erit; si ad nutum"
"prose,Martinus Bracarensis","aestimare, pro eo quod nihil diiudicant, sicut scriptum est:. </s><s> Requisivit Abbas Pambo Abbatem Antonium, dicens: Quid","facio","sedens in cella? </s><s> Respondit: Non sis confidens in merito iustitiae, et non cogites de rebus transitoriis, et esto"
"prose,[Anonymous]",", Parce, inquit, canis patris tui, parce infantiae pueri. </s><s> fac sacrum pro salute imperatorum. </s><s> et ego respondi: Non","facio",". </s><s> Hilarianus: Christiana es? </s><s> inquit. </s><s> et ego respondi: Christiana sum. </s><s> et cum staret pater ad me deiciendam, iussus est"
"prose,Tertullianus, Quintus Septimius Florens",". </s><s> Quando? </s><s> Cum praeterire coeperit habitus mundi huius: supra enim, Quemadmodum caelum novum et terra nova quae ego","facio",", in conspectu meo, dicit dominus, ita stabit semen vestrum. </s><s> Tunc ergo et quod subiecit implebitur, Et exibunt----"
"prose,Hieronymus","iam capite virgo maritus fierem? </s><s> Quid prodest parentes, patriam, rem familiarem contempsisse pro domino, si hoc","facio",", quod ne facerem, illa contempsi? </s><s> - nisi quod forte propterea haec sustineo, quia patriam desideravi. </s><s> Quid agimus,"
"prose,Hieronymus","susurro inter spem et metum medii fluctuamus. </s><s> Erant mihi in grege duo hirci mirae magnitudinis. </s><s> Quibus occisis utres","facio","eorumque carnes viatico praeparo. </s><s> Et primo vespere putantibus dominis nos secreto cubitare invadimus iter, utres et"
"prose,Tertullianus, Quintus Septimius Florens","potentiam protectionis ab illo? </s><s> Quanto magis ex hac parte, constantiae et fiduciae in deum, dicis:'' Ego quod meum est","facio",": non discedo; deus si voluerit, ipse me proteget''! </s><s> Hoc potius nostrum est, stare sub dei arbitrium quam fugere sub"
"prose,Tertullianus, Quintus Septimius Florens","quidem hominem et sanguinem meum debeo, nunc vero in eo sum tempore, ut quod deo debeo expostuler, utique fraudem deo","facio","id agens, ne quod debeo solvam. </s><s> Bene observavi praeceptum Caesari reddens, quae sunt Caesaris, deo vero, quae sunt dei"
"prose,Gregorius Turonensis",". </s><s> Quod autem ais, quia ipse non generit, audi prophetam tuum dicentem ex voce dominica: Numquid ego, qui alius parere","facio",", ipse non paream? </s><s> Haec enim de populo, qui in eum per fidem renascitur, ait''. </s><s> Ad haec Iudaeus respondit:'' Numquid Deus"
"prose,Gregorius Turonensis","dicente, vir Dei omni intentione vanam vitans gloriam, ait:'' Sile, sile, dilectissime frater, non haec ego","facio",", sed ille qui mundum ex nihilo condedit, qui, pro nobis hominem suscipiens, caecis visum, surdis auditum, mutis"
"prose,Gregorius Turonensis","infra territurii Biturigi termino habere dinuscitur, meae ditione, facta vinditione, subdedirit, quae flagitatis","facio","; alioquin non effugiet manus meas, nisi trudatur exilio''. </s><s> Metuit negare episcopus; scripsit subscripsitque ac"
"prose,Gregorius Turonensis","sicut postulat, disponsetur''. </s><s> Rex ait:'' Si enim nepus meus implet, quae in pactionibus conscribi voluit, et ego de his","facio","voluntatem eius''. </s><s> Promittentibus nobis, eum omnia impleturum, adiecit Filex:'' Deprecatur etiam pietatem vestram,"
"prose,Calpurnius Flaccus","promisit, impleret. </s><s> Ab ipso quoque divite inire debeo maximam gratiam: quod ille debebat, ego solvi. </s><s> Idem in praemio","facio","quod in proelio: servo civem, commilitonem meum protego. </s><s> Idem eris in aevum, qui semper adhuc fueris. </s><s> Dives fortis"
"prose,Tertullianus, Quintus Septimius Florens",", sperant, quia nunquam Christus pater scriptus est venturus), Loquor, inquit, vobis et non ereditis; opera quae ego","facio","in nomine patris, ipsa de me testimonium dicunt. </s><s> quod testimonium? </s><s> ipsum scilicet esse de quo interrogabant, id est"
"prose,Tertullianus, Quintus Septimius Florens",", quem pater sanctificavit et misit in mundum vos eum blasphemare dicitis quia dixerat, Filius dei sum? </s><s> si non","facio","opera patris mei, nolite credere; si vero facio et mini credere non vultis, vel propter opera credite, et scitote quod"
"prose,Tertullianus, Quintus Septimius Florens","mundum vos eum blasphemare dicitis quia dixerat, Filius dei sum? </s><s> si non facio opera patris mei, nolite credere; si vero","facio","et mini credere non vultis, vel propter opera credite, et scitote quod ego in patre sim et pater in me. </s><s> per opera ergo erit"
"prose,Novatianus","maiestatem, honorem ipsius magis quam illum ipsum descripseris. </s><s> Et quid per singula quaeque percurrens longum","facio","? </s><s> Semel totum explicabo. </s><s> Quicquid omnino de illo rettuleris, rem aliquam ipsius magis et uirtutem quam ipsum"
"prose,Novatianus","asseritur et dicitur: Aut cum sedere ad dexteram Patris et a prophetis et ab apostolis approbatur? </s><s> Et satis longum","facio",", si enisus fuero omnes omnino ad hanc partem uoces congregare, quandoquidem non tam ueteris quam etiam noui"
"prose,Iustinianus, Caesar Flavius (Imperator Iustinianus)","constantio a. </s><s> ii et constante a. </s><s> conss. </s><s> ; CJ. </s><s> : Imperator Constantinus Nec enim interest, si dicatur; heredem","facio","; vel; instituo; vel; volo; vel; mando; vel; cupio; vel; esto; vel; erit;, sed quibuslibet confecta sententiis,"
"prose,Censorinus",", ut componam heroicos, sumo partem posteriorem, et compono, Phalaecium numerum qui est,, insertis verbis","facio","heroicum, Ionicus est, Adiiciam trinas verbis singulis syllabas, Verto, Numerum angelicum syllaba breviata esse"
"prose,Quintilianus, Marcus Fabius","naufragio eiectus, seu spoliatus incendio sive exutus latrocinio erat, naturae patriaeque restitui. </s><s> paria tecum","facio",", res publica, quae propter me unum civem perdideras. </s><s> haec me magis decet impensa quam vestis, argentum. </s><s> ubi pecunia"
"prose,Quintilianus, Marcus Fabius",", iudices, libet misereri hominum, qui me laudant revertentem. </s><s> amicus mihi credidit, ut redirem. </s><s> ita nunc ego","facio","rem magnam, ego sum ille bonus amicus, ille mirabilis, ille narrandus? </s><s> si qua dicentis fides est, facinus mihi videtur"
"prose,Quintilianus, Marcus Fabius","sua, quod debeant emendare, corrigere! </s><s> illa demum potest ira desinere, quae coaluit ex vitiis liberorum. </s><s> ego quid","facio",", cui non luxuria, non est mutanda petulantia, cuius abdicatio non de meis, sed de patris moribus venit? </s><s> frustra mihi"
"prose,Quintilianus, Marcus Fabius",": eripiendus est non contentione verborum, sed ut civitas stupeat, ut erubescat. </s><s> torquere me filium putas? </s><s> invidiam","facio","populo: videor mihi illis Veribus lacerare famam, illis ignibus increpare rumorem. </s><s> quaestio de infami filio unam"
"prose,Macarius Magnus: Sanctus",", non valuit. </s><s> Itaque ait ei: Multa a te vis, Macari, quod adversus te nihil valeo. </s><s> En enim, quidquid agis, ego quoque","facio",". </s><s> Tu cibo abstines, et ego: vigilas; ego penitus non dormio. </s><s> Unum solum est in quo vincis me. </s><s> Interrogavit Abbas"
