Source,Pre,Pro,Post
"prose,Sallustius Crispus, Caius","moribus aiunt, quia parum scite convivium exorno neque histrionem ullum neque pluris preti coquum quam vilicum","habeo",". </s><s> Quae mihi libet confiteri, Quirites. </s><s> Nam ex parente meo et ex aliis sanctis viris ita accepi, munditias mulieribus,"
"prose,Sallustius Crispus, Caius","super industriam fortuna fuit, multique dubitavere, fortior an felicior esset. </s><s> Nam postea quae fecerit, incertum","habeo","pudeat an pigeat magis disserere. </s><s> Igitur Sulla, uti supra dictum est, postquam in Africam atque in castra Mari cum"
"prose,Sallustius Crispus, Caius","sperare licet. </s><s> Nam si parricida vostri sum et, bis genitus hic, deos penatis meos patriamque et summum imperium vilia","habeo",", quis mihi vivo cruciatus satis est aut quae poena mortuo? </s><s> Quin omnia memorata apud inferos supplicia scelere meo vici"
"prose,Apuleius, Lucius","venundandam. </s><s> Nec enim levi pretio distrahi poterit talis aetatula. </s><s> Nam et ipse quosdam lenones pridem cognitos","habeo",", quorum poterit unus magnis equidem talentis, ut arbitror, puellam istam praestinare condigne natalibus suis"
"prose,Cicero, Marcus Tullius","ut perveterem habemus, qui L. Marcio M. Manilio consulibus mortuus est, annis lxxxvi ipsis ante me consulem. </s><s> nec vero","habeo","quemquam antiquiorem, cuius quidem scripta proferenda putem, nisi quem Appi Caeci oratio haec ipsa de Pyrrho et"
"prose,Svetonius Tranquillus, Caius","centum milibus, elephantis trecentis. </s><s> proinde desinant quidam quaerere ultra aut opinari mihique, qui compertum","habeo",", credant; aut quidem uetustissima naue impositos quocumque uento in quascumque terras iubebo auehi. </s><s> '' Delicta neque"
"prose,Svetonius Tranquillus, Caius","respondit Augustus his verbis- ipsa enim, sicut Messalae, posui-:; Compos factus votorum meorum, p. </s><s> c. </s><s> , quid","habeo","aliud deos immortales precari, quam ut hunc consensum vestrum ad ultimum finem vitae mihi perferre liceat? </s><s> ; Medico"
"prose,Svetonius Tranquillus, Caius","et plerumque etiam singulis; neque id dixisse me paenitet, et bonos et aequos et fauentes uos habui dominos et adhuc","habeo",". </s><s> ; Quin etiam speciem libertatis quandam induxit conseruatis senatui ac magistratibus et maiestate pristina et"
"prose,Svetonius Tranquillus, Caius",". </s><s> De sororibus auctor fuit, ut omnibus sacramentis adicerentur:; neque me liberosque meos cariores habebo quam Gaium","habeo","et sorores eius;; item relationibus consulum:; quod bonum felixque sit C. Caesari sororibusque eius. </s><s> ; Pari"
"prose,Svetonius Tranquillus, Caius","vel quemlibet alium percussorem, cuius manu periret, requisiit et nemine reperto; Ergo ego; inquit; nec amicum","habeo",", nec inimicum? </s><s> ; procurritque, quasi praecipitaturus se in Tiberim. </s><s> XLVIII. </s><s> Sed revocato rursus impetu aliquid"
"prose,Varro, Marcus Terentius",". </s><s> Contra tauros duobus mensibus ante admissuram herba et palea ac faeno facio pleniores et a feminis secerno. </s><s>","Habeo","tauros totidem, quot Atticus, ad matrices LXX duo, unum anniculum, alterum bimum. </s><s> Haec secundum astri exortum facio,"
"prose,Varro, Marcus Terentius",": Ego quoque adveniens aperiam carceres, inquit, et equos emittere incipiam, nec solum mares, quos admissarios","habeo",", ut Atticus, singulos in feminas denas. </s><s> E quis feminas Q. Modius Equiculus, vir fortissimus, etiam patre militari,"
"prose,Varro, Marcus Terentius","cursu lampada tibe trado. </s><s> Merula, De fructu, inquit, hoc dico, quod fortasse an tibi satis sit, Axi, in quo auctorem","habeo","non solum Seium, qui alvaria sua locata habet quotannis quinis milibus pondo mellis, sed etiam hunc Varronem nostrum,"
"prose,Varro, Marcus Terentius","pasci e piscinis, nisi etiam ipse eos pasceret ultro ac maiorem curam sibi haberet, ne eius esurirent mulli, quam ego","habeo",", ne mei in Rosea esuriant asini, et quidem utraque re, et cibo et potione, cum non paulo sumptuosius, quam ego,"
"prose,Seneca, Lucius Annaeus","super deos suos cadentium uni homini pax fuit. </s><s> Non est itaque quod audax iudices promissum, cuius tibi, si parum fidei","habeo",", sponsorem dabo. </s><s> Vix enim credis tantum firmitatis in hominem aut tantam animi magnitudinem cadere; sed is prodit in"
"prose,Seneca, Lucius Annaeus","; solus et senior et hostilia circa me omnia videns tamen integrum incolumemque esse censum meum profiteor: teneo,","habeo","quidquid mei habui. </s><s> Non est quod me victum victoremque te credas: vicit fortuna tua fortunam meam. </s><s> Caduca illa et"
"prose,Seneca, Lucius Annaeus","perdiderunt tabellas, quibus avaritia falso laeta divitias imaginatur: ego quidem omnia integra inlibataque","habeo",". </s><s> Proinde istos interroga qui flent lamentantur, qui strictis gladiis nuda pro pecunia corpora opponunt, qui hostem"
"prose,Cicero, Marcus Tullius","modo metu, quod ipsum esset turpe, se alium alia de causa deesse dignitati suae. </s><s> Quare primum maximas gratias et ago et","habeo","Pisoni, qui, non quid efficere posset in re publica, cogitavit, sed quid facere ipse deberet. </s><s> Deinde a vobis, patres"
"prose,Cicero, Marcus Tullius","et quasi divinans se rediturum duos legatos Uticae reliquerat. </s><s> Deinde M. Cusini Sicilia, Q. Cassi Hispania. </s><s> Non","habeo",", quid suspicer; duarum credo provinciarum sortes minus divinas fuisse. </s><s> O C. Caesar( adulescentem appello), quam tu"
"prose,Cicero, Marcus Tullius","omnium consiliorum atque factorum. </s><s> Ita enim ad rem publicam accessit, ut eam confirmaret, non ut everteret. </s><s> Omnis","habeo","cognitos sensus adulescentis. </s><s> Nihil est illi re publica carius, nihil vestra auctoritate gravius, nihil bonorum"
"prose,Cicero, Marcus Tullius",", ut dicitur, Ventidius venerit, poterone Ariminum tuto accedere? </s><s> Restat Aurelia. </s><s> Hic quidem etiam praesidia","habeo","; possessiones enim sunt P. Clodi. </s><s> Tota familia occurret, hospitio invitabit propter familiaritatem notissimam. </s>"
"prose,Seneca, Lucius Annaeus","quam coronatos voco; non enim colorem vestium quibus praetexta sunt corpora aspicio. </s><s> Oculis de homine non credo,","habeo","melius et certius lumen quo a falsis vera diiudicem: animi bonum animus inveniat. </s><s> Hic, si umquam respirare illi et"
"prose,Seneca, Lucius Annaeus","sit supplicium, quae efficit ut non concidam adversus minas casuum, ut servare animum salvum ac potentem sui possim:","habeo","quod appellem. </s><s> Video istic cruces ne unius quidem generis sed aliter ab aliis fabricatas: capite quidam conversos in"
"prose,Seneca, Lucius Annaeus","servire ubi, si dominii pertaesum est, licet uno gradu ad libertatem transire. </s><s> Caram te, vita, beneficio mortis","habeo",". </s><s> Cogita quantum boni opportuna mors habeat, quam multis diutius vixisse nocuerit. </s><s> Si Gnaeum Pompeium, decus istud"
"prose,Cicero, Marcus Tullius","quasi ei qui magna fide societatem gererent arbitrium pro socio condemnari solerent. </s><s> Verum his de rebus non necesse","habeo","dicere ea quae me P. Quinctius cupit commemorare; tametsi causa postulat, tamen quia postulat, non flagitat"
"prose,Cicero, Marcus Tullius","Roma ei deferatur; nullum modum esse hominis occidendi quo ille non aliquot occiderit, multos ferro, multos veneno. </s><s>","Habeo","etiam dicere quem contra morem maiorum minorem annis LX de ponte in Tiberim deiecerit. </s><s> Quae, si prodierit atque a eo cum"
"prose,Cicero, Marcus Tullius","aequus est et quia necesse est. </s><s> Mea domus tibi patet, mihi clausa est; fero. </s><s> Familia mea maxima tu uteris, ego servum","habeo","nullum; patior et ferendum puto. </s><s> Quid vis amplius? </s><s> quid insequeris, quid oppugnas? </s><s> qua in re tuam voluntatem laedi a me"
"prose,Cicero, Marcus Tullius","natus est, ut ne se quidem servare potuerit, quin una rem publicam vosque servaret. </s><s> Si id iure fieri non potuit, nihil","habeo","quod defendam. </s><s> Sin hoc et ratio doctis, et necessitas barbaris, et mos gentibus, et feris etiam beluis natura ipsa"
"prose,Cicero, Marcus Tullius","contuli: hoc denique ipso die, si quae vis est parata, si quae dimicatio capitis futura, deposco. </s><s> Quid iam restat? </s><s> Quid","habeo","quod faciam pro tuis in me meritis, nisi ut eam fortunam, quaecumque erit tua, ducam meam? </s><s> Non recuso, non abnuo; vosque"
"prose,Cicero, Marcus Tullius","memoriam atque imaginem proponendam putet. </s><s> Equidem ex omnibus rebus quas mihi aut fortuna aut natura tribuit, nihil","habeo","quod cum amicitia Scipionis possim comparare. </s><s> In hac mihi de re publica consensus, in hac rerum privatarum consilium,"
"prose,Cicero, Marcus Tullius","annos neque umquam in suo studio atque opere cessavit. </s><s> Qui, cum ex eo quaereretur, cur tam diu vellet esse in vita, Nihil","habeo",", inquit, quod accusem senectutem. </s><s> Praeclarum responsum et docto homine dignum. </s><s> Sua enim vitia insipientes et suam"
"prose,Cicero, Marcus Tullius","esse mallem quam esse senem, ante quam essem. </s><s> Itaque nemo adhuc convenire me voluit, cui fuerim occupatus. </s><s> At minus","habeo","virium quam vestrum utervis. </s><s> Ne vos quidem T. Ponti centurionis vires habetis; num idcirco est ille praestantior? </s>"
"prose,Cicero, Marcus Tullius",", qui quaestus causa hariolentur, ne psychomantia quidem, quibus Appius, amicus tuus, uti solebat, agnoscere; non","habeo","denique nauci Marsum augurem, non vicanos haruspices, non de circo astrologos, non Isiacos coniectores, non"
"prose,Cicero, Marcus Tullius","pactae, non noctium indutiae. </s><s> Ne noster quidem probandus, si verum est Q. Fabium Labeonem seu quem alium-- nihil enim","habeo","praeter auditum-- arbitrum Nolanis et Neapolitanis de finibus a senatu datum, cum ad locum venisset, cum utrisque"
"prose,Cicero, Marcus Tullius","igitur dirigenda utilitas est, et quidem sic, ut haec duo verbo inter se discrepare, re unum sonare videantur. </s><s> Non","habeo","ad volgi opinionem quae maior utilitas quam regnandi esse possit, nihil contra inutilius ei, qui id iniuste"
"prose,Cicero, Marcus Tullius","autem studiis semper fueris tenemus. </s><s> quam ob rem si ut dicis animum quoque contulisti in istam rationem et quasi artem,","habeo","maximam gratiam Laelio; spero enim multo uberiora fore quae a te dicentur, quam illa quae a Graecis nobis scripta sunt"
"prose,Ammianus Marcellinus","sola, quam retinens valida manu stringebat. </s><s> territisque ut omine diro praesentibus cunctis nemo inquit vereatur:","habeo","firmiter quod tenebam. </s><s> item cum apud Viennam postea quiesceret sobrius, horrore medio noctis imago quaedam visa"
"prose,Cicero, Marcus Tullius","servolo familiae nomen non valere? </s><s> Si vero ne habeas quidem servum praeter eum qui me deiecerit, clames videlicet:'' Si","habeo","familiam, a familia mea fateor te esse deiectum. </s><s> '' Neque enim dubium est quin, si ad rem iudicandam verbo ducimur, non re"
"prose,Cicero, Marcus Tullius","rei publicae conducit Syriam Macedoniamque decerni, ut dolor meus nihil a communi utilitate dissentiat, vel quod","habeo","auctorem P. Servilium, qui ante me sententiam dixit, virum clarissimum et cum in universam rem publicam, tum etiam"
"prose,Cicero, Marcus Tullius","ad causam illam putabatis, voluntatem Caesaris a salute mea non abhorrere, et si illius voluntatis generum eius","habeo","testem, qui idem Italiam in minicipiis, populum Romanum in contione, vos mei semper cupidissimos in Capitolio ad meam"
"prose,Cicero, Marcus Tullius","neque te nihil sapere mirabitur. </s><s> ; At in altero illo,; inquit,; haeres: Concedat laurea laudi. </s><s> ; Immo me hercule","habeo","tibi gratiam; haererem enim nisi tu me expedisses. </s><s> Nam, cum tu timidus ac tremens tuis ipse furacissimis manibus"
"prose,Livius, Titus",", utrum tribuni plebis vestra an sua causa seditionum semper auctores fuerint, id ego hoc anno desisse dubitari certum","habeo","; et cum laetor tandem longi erroris vobis finem factum esse, tum, quod secundis potissimum vestris rebus hic error est"
"prose,Livius, Titus","habere, intentum sive Etruria se interim, ut nuper, sive nova haec cura, Latini atque Hernici moverint; pro certo","habeo","ita rem gesturum ut patre avo teque ipso ac sex tribunatibus dignum est. </s><s> Tertius exercitus ex causariis senioribusque"
"prose,Livius, Titus","mea turba quam ullius conspectior erit. </s><s> at enim quid ita solus ego civium curam ago? </s><s> nihilo magis quod respondeam","habeo","quam si quaeras quid ita solus Capitolium arcemque servaverim. </s><s> et tum universis quam potui opem tuli et nunc singulis"
"prose,Livius, Titus",", coniuges liberosque nostros esse? </s><s> Stare omnem multitudinem ad portas viam hinc ferentem prospectantes certum","habeo",". </s><s> Quid illis nos, patres conscripti, sollicitis ac pendentibus animi renuntiare iubetis? </s><s> Alterum responsum salutem"
"prose,Livius, Titus","moverunt se ab urbe. </s><s> unde haec illis tanta modestia nisi a conscientia virium et nostrarum et suarum? </s><s> idoneos auctores","habeo","querentibus de nobis Samnitibus ita responsum ab senatu Romano esse, ut facile appareret ne ipsos quidem iam"
"prose,Livius, Titus","pedes impetum equitum turbatis hostibus intulit signa. </s><s> viginti milia hostium caesa eo die traduntur. </s><s> auctores","habeo","bis cum hoste signa conlata dictatore absente, bis rem egregie gestam; apud antiquissimos scriptores una haec pugna"
"prose,Livius, Titus",", iam famae magis quam imperii memor, progressus in contionem ita verba fecit:; et omnes ante actae vitae vos conscios","habeo",", Quirites, et hic ipse honos delatus ad me testis est innocentiae meae; neque enim, quod saepe alias, quia ita tempora"
"prose,Livius, Titus","allaturum. </s><s> Caere educatus apud hospites, Etruscis inde litteris eruditus erat linguamque Etruscam probe noverat. </s><s>","Habeo","auctores volgo tum Romanos pueros, sicut nunc Graecis, ita Etruscis litteris erudiri solitos; sed propius est vero"
"prose,Livius, Titus","ut de pace legatos mitterent Romam. </s><s> Pax negata, indutiae biennii datae. </s><s> Dictator triumphans in urbem rediit. </s><s> -","habeo","auctores sine ullo memorabili proelio pacatam ab dictatore Etruriam esse seditionibus tantum Arretinorum"
"prose,Livius, Titus","duce, desertore exercitus sui? </s><s> Cui si quis demptis signis Poenos Romanosque hodie ostendat, ignoraturum certum","habeo","utrius exercitus sit consul. </s><s> Non ego illud parvi aestimo, milites, quod nemo est vestrum cuius non ante oculos ipse"
"prose,Livius, Titus","cum vincemur, quam nunc cum vincimus dat nemo? </s><s> Ego, si quis de pace consulet seu deferenda hostibus seu accipienda,","habeo","quid sententiae dicam; si de iis quae Mago postulat refertis, nec victoribus mitti attinere puto et frustrantibus nos"
"prose,Livius, Titus","quod nondum ad petendum legitima aetas esset,'' si me'' inquit'' omnes Quirites aedilem facere volunt, satis annorum","habeo",". </s><s> '' tanto inde favore ad suffragium ferendum in tribus discursum est ut tribuni repente incepto destiterint. </s>"
"prose,Livius, Titus","sopitos per occasionem adgredi possetis. </s><s> nec huius occasionis spem, milites, forte temere sed ex re ipsa conceptam","habeo",". </s><s> a vobis quoque profecto si quis quaerat quonam modo pauci a multis, victi a victoribus castra tutati sitis? </s><s> nihil"
"prose,Livius, Titus","nos; eo ipso quod difficillimum videtur facilius erit. </s><s> tertia vigilia noctis silenti agmine ducam vos. </s><s> exploratum","habeo","non vigiliarum ordinem, non stationes iustas esse. </s><s> clamor in portis auditus et primus impetus castra ceperit. </s><s> tum"
"prose,Livius, Titus","eorum quam ego obliviscar. </s><s> itaque quod ad universos vos attinet, si erroris paenitet, satis superque poenarum","habeo",": Albius Calenus et Atrius Umber et ceteri nefariae seditionis auctores sanguine luent quod admiserunt. </s><s> vobis"
"prose,Livius, Titus","se referre senatum ludibrio habet, non senatorem qui de quo consulitur suo loco dicit sententiam. </s><s> atque ego certum","habeo","dissentienti mihi ab ista festinatione in Africam traiciendi duarum rerum subeundam opinionem esse, unius, insitae"
"prose,Livius, Titus","extendatur maximaque pars eius in memoriam ac posteritatem promineat. </s><s> maximo cuique id accidere animo certum","habeo","ut se non cum praesentibus modo sed cum omnis aevi claris viris comparent. </s><s> equidem haud dissimulo me tuas, Q. Fabi,"
"prose,Livius, Titus","ut conloquendi se cum potestatem faceret. </s><s> - id utrum sua sponte fecerit an publico consilio, neutrum cur adfirmem","habeo",". </s><s> Valerius Antias primo proelio victum eum ab Scipione, quo duodecim milia armatorum in acie sint caesa, mille et"
"prose,Livius, Titus","an, sicuti Felicis Sullae Magnique Pompeii patrum memoria, coeptum ab adsentatione familiari sit parum compertum","habeo","; primus certe hic imperator nomine victae ab se gentis est nobilitatus; exemplo deinde huius nequaquam victoria"
"prose,Livius, Titus","ante vestris civitatibus censeo explorandumque quid quaeque animi, quid virium habeat. </s><s> auxiliorum satis superque","habeo","; sed quo plures sumus, pluribus rebus egebimus. </s><s> nihil iam praeter nudum solum ager hostium habet: ad hoc hiems accedet"
"prose,Livius, Titus","dedatis. </s><s> '' prope dicentem interfatus Romanum'' non in servitutem'' inquit,'' sed in fidem tuam nos tradidimus, et certum","habeo","te imprudentia labi, qui nobis imperes, quae moris Graecorum non sint. </s><s> '' ad ea consul'' nec hercule'' inquit'' magnopere"
"prose,Livius, Titus","respondisse ab suis legatis se, qui cum consule fuerint, certiores factos. </s><s> rumoris huius quia neminem alium auctorem","habeo",", neque adfirmata res mea opinione sit nec pro vana praetermissa. </s><s> Aetoli legati in senatum introducti, cum et causa eos"
"prose,Livius, Titus","accepi:'' tribuni plebis antea solebant triumphum postulantibus adversari, patres conscripti; quibus ego gratiam","habeo",", quod seu mihi seu magnitudini rerum gestarum hoc dederunt, ut non solum silentio comprobarent honorem meum, sed"
"prose,Livius, Titus",", quod consilium dispensandae cohonestandaeque victoriae imperatoribus maiores dederunt nostri, adversarios","habeo",". </s><s> L. Furius et L. Aemilius currum triumphalem me conscendere prohibent, coronam insignem capiti detrahunt, quos ego,"
"prose,Livius, Titus","esse, non fama solum accepisse vos sed crepitibus etiam ululatibusque nocturnis, qui personant tota urbe, certum","habeo",", ceterum quae ea res sit, ignorare: alios deorum aliquem cultum, alios concessum ludum et lasciviam credere esse, et"
"prose,Livius, Titus","est: nec eundo nec manendo insidias evito. </s><s> quo me conferam? </s><s> nihil praeter deos, pater, et te colui. </s><s> non Romanos","habeo",", ad quos confugiam: perisse expetunt, quia tuis iniuriis doleo, quia tibi ademptas tot urbes, tot gentes, modo"
"prose,Livius, Titus","diadema fraterna caede gererem? </s><s> ut illis ipsis, apud quos aut vera aut certe simulata probitate partam gratiam","habeo",", si quam forte habeo, exsecrabilis et invisus essem? </s><s> nisi T. Quinctium credis, cuius nutu et consiliis me nunc arguis"
"prose,Livius, Titus","caede gererem? </s><s> ut illis ipsis, apud quos aut vera aut certe simulata probitate partam gratiam habeo, si quam forte","habeo",", exsecrabilis et invisus essem? </s><s> nisi T. Quinctium credis, cuius nutu et consiliis me nunc arguis regi, cum et ipse tali"
"prose,Livius, Titus","patruo tuo forti, non solum fideli, tutela eius custoditum et auctum etiam accepi, id tibi tradere in animo est. </s><s> te unum","habeo",", quem dignum regno iudicem. </s><s> si neminem haberem, perire et exstingui id mallem quam Perseo scelestae fraudis praemium"
"prose,Livius, Titus","causa donatus ab imperatoribus sum; sex civicas coronas accepi. </s><s> viginti duo stipendia annua in exercitu emerita","habeo",", et maior annis sum quinquaginta. </s><s> quodsi mihi nec stipendia omnia emerita essent necdum aetas vacationem daret,"
"prose,Livius, Titus","loco ante aras mactatus, quem insimulet, piget referre; quae hospes Brundisinus occulta facinora indicet, certum","habeo","et scripta tibi omnia ab Roma esse et legatos renuntiasse tuos. </s><s> haec ne dicerentur a me, uno modo vitare potuisti, non"
"prose,Livius, Titus","faciendum esset, Rhodios consideraturos esse. </s><s> ; ne; nunc quidem haec sine indignatione legi audirive posse certum","habeo","; inde existimari potest, qui habitus animorum audientibus ea patribus fuerit. </s><s> Claudius nihil responsum auctor est,"
"prose,Livius, Titus","admonitione tam clari adulescentis'' et ego'' inquit'' animum istum habui, Nasica, quem tu nunc habes, et, quem ego nunc","habeo",", tu habebis. </s><s> multis belli casibus didici, quando pugnandum, quando abstinendum pugna sit. </s><s> non operae est stanti nunc"
"prose,Livius, Titus","nos praestent, neminem vestrum nec ante ignorasse et hesterno die explicatam intuentis aciem animadvertisse certum","habeo",". </s><s> ex hac nostra paucitate quarta pars militum praesidio inpedimentis relicta erat; nec ignavissimum quemque"
"prose,Livius, Titus","Macedoniam exhauriendum laboris erat? </s><s> ego autem neque mansurum eum neque in aciem copias educturum fuisse certum","habeo",", si cedere hinc statuisset. </s><s> quanto enim facilius abire fuit, cum procul abessemus, quam nunc, cum in cervicibus sumus"
"prose,Livius, Titus","quibus manum conserui, spolia rettuli; insigne corpus honestis cicatricibus, omnibus adverso corpore exceptis,","habeo",". </s><s> '' nudasse deinde se dicitur et, quo quaeque bello volnera accepta essent, rettulisse. </s><s> quae dum ostentat, adapertis"
"prose,Livius, Titus",", tumor inguinum proximis risum movit. </s><s> tum'' hoc quoque, quod ridetis'', inquit'' in equo dies noctesque persedendo","habeo",", nec magis me eius quam cicatricum harum pudet paenitetque, quando numquam mihi impedimento ad rem publicam bene"
"prose,Velleius Paterculus, Caius","confinio, neque mihi tam festinanti exprimere vacat neque cui vacat potest. </s><s> Id solum voce publica dixisse satis","habeo",": cuius orbis ruinam timueramus, eum ne commotum quidem sensimus, tantaque unius viri maiestas fuit, ut nec pro bonis"
"prose,Cicero, Marcus Tullius",", his delecter aut utar omnino litteris quae nostros animos deterrent atque avocant a religione. </s><s> Ego vero primum","habeo","auctores ac magistros religionum colendarum maiores nostros, quorum mihi tanta fuisse sapientia videtur ut satis"
"prose,Cicero, Marcus Tullius","firmabo ac docebo: agatur modo haec res, quod ex eo senatus consulto quod nuper est factum referri ad vos necesse est,","habeo","quae de locis religiosis velim dicere. </s><s> Cum de domo tua dixero, in qua tamen ita est inaedificatum sacellum ut alius"
"prose,Cicero, Marcus Tullius","minus paeniteat; dimitto autem eos non tam contumeliose quam philosophum illum Hannibal, et eo fortasse plus","habeo","etiam negoti. </s><s> Sed tamen est eorum doctrina, quantum ego iudicare possum, perridicula: dividunt enim totam rem in duas"
"prose,Cicero, Marcus Tullius",", non sum tanto ego; inquit; ingenio, quanto Themistocles fuit, ut oblivionis artem quam memoriae malim; gratiamque","habeo","Simonidi illi Cio, quem primum ferunt artem memoriae protulisse. </s><s> Dicunt enim, cum cenaret Crannone in Thessalia"
"prose,Cicero, Marcus Tullius","autem, quos minime improbo, dimitto tamen nec eos iratos vereor, quoniam omnino irasci nesciunt; atque hanc eis","habeo","gratiam, quod soli ex omnibus eloquentiam virtutem ac sapientiam esse dixerunt. </s><s> Sed nimirum est in his, quod ab hoc,"
"prose,Cicero, Marcus Tullius","pavimento atque emblemate vermiculato. </s><s> Quae cum dixisset in Albucium inludens, ne a me quidem abstinuit: Crassum","habeo","generum, ne rhetoricoterus tu sis. </s><s> Quid ergo? </s><s> Iste Crassus, quoniam eius abuteris nomine, quid efficit? </s><s> Illud quidem"
"prose,Iordanes",", stagnis pisciculos legere, in altum, frater Castali, laxari vela compellis relictoque opusculo, quod intra manus","habeo",", id est, de adbreviatione chronicorum, suades, ut nostris verbis duodecem Senatoris volumina de origine actusque"
"prose,Cicero, Marcus Tullius","loqui paenitet: qua tempestate Helenam Paris et quae sequuntur. </s><s> Immo vero ista sequamur asperitatemque fugiamus:","habeo","istanc ego perterricrepam itemque: versutiloquas malitias. </s><s> Nec solum componentur verba ratione, sed etiam"
"prose,Cicero, Marcus Tullius","insistendum sit aut longius procedendum, ne brevitas defrudasse auris videatur neve longitudo obtudisse. </s><s> Sed","habeo","mediocritatis rationem; nec enim loquor de versu et est liberior aliquanto oratio. </s><s> [ E quattuor igitur quasi"
"prose,Cicero, Marcus Tullius","in definita autem adhibenda sunt illa etiam quae ad motus animorum pertinent. </s><s> C. F. Quomodo igitur ista explicas? </s><s> C. P.","Habeo","communia praecepta fidem faciendi et commovendi. </s><s> Quoniam fides est firma opinio, motus autem animi incitatio aut ad"
"prose,Cicero, Marcus Tullius","quae obscuramus, quae incredibiliter tollimus quaeque mirabilius quam sermonis consuetudo patitur ornamus. </s><s> C. F.","Habeo","de simplicibus verbis: nunc de coniunctione quaero. </s><s> C. P. Numeri quidam sunt in coniunctione servandi,"
"prose,Cicero, Marcus Tullius","ingeniis hominum criminosorum sit exposita vita innocentium. </s><s> C. F. Quoniam unde inveniuntur quae ad fidem pertinent","habeo",", quemadmodum in dicendo singula tractentur exspecto. </s><s> C. P. Argumentationem quaerere videris, quae est argumenti"
"prose,Cicero, Marcus Tullius","ex eis quae sunt ante posita sumentur, si modo rerum magnitudo hominumve aut invidia aut dignitas postulabit. </s><s> C. F.","Habeo","ista; nunc ea quae cum quale sit quippiam disceptatur quaeri ex utraque parte deceat velim audire. </s><s> C. P. Confitentur in"
"prose,Cicero, Marcus Tullius","fructum aliquem ferre potuissent, cum a me ipso elaborata proferri viderentur, brevitatis causa relinquo omnia. </s><s>","Habeo","enim, iudices, quem vos socium vestrae religionis iurisque iurandi facile esse patiamini, L. Lucceium,"
"prose,Seneca, Lucius Annaeus","divus Augustus surrexit sententiae suae loco dicendae, et summa facundia disseruit:; Ego; inquit; p. </s><s> c. </s><s> vos testes","habeo",", ex quo deus factus sum, nullum me verbum fecisse: semper meum negotium ago. </s><s> Sed non possum amplius dissimulare, et"
"prose,Cicero, Marcus Tullius","cum propinquitas et celebritas loci suspicionem desidiae tollat aut cupiditatis. </s><s> [ l] ego porro, qui Albanas","habeo","columnas, clitellis eas adportavi. </s><s> [ m] domus tibi deerat? </s><s> at habebas. </s><s> pecunia superabat? </s><s> at egebas. </s><s> incurristi"
