Source,Pre,Pro,Post
"prose,Cicero, Marcus Tullius","Tyrum misimus, qui ab illo pecuniam depositam recuperarent. </s><s> Haec L. Philippum saepe in senatu confirmasse memoria","teneo","; eum qui regnum illud teneat hoc tempore neque genere neque animo regio esse inter omnis fere video convenire. </s><s> Dicitur"
"prose,Cicero, Marcus Tullius","nondum; dixit, quidnam sit dicturus exspecto. </s><s> Novi genus hominum, novi consuetudinem, novi libidinem. </s><s> Itaque, etsi","teneo","quid sit dicere paratus, nihil tamen contra disputabo prius quam dixerit. </s><s> Totum enim convertet atque alia finget. </s>"
"prose,Cicero, Marcus Tullius","non a te solum, uerum etiam a fratribus; hi te orant tui. </s><s> Equidem, cum tuis omnibus negotiis interessem, memoria","teneo","qualis T. Ligarius quaestor urbanus fuerit erga te et dignitatem tuam. </s><s> Sed parum est me hoc meminisse, spero etiam te,"
"prose,Livius, Titus",", dextra in caput Numae imposita, ita precatus est:; Iuppiter pater, si est fas hunc Numam Pompilium cuius ego caput","teneo","regem Romae esse, uti tu signa nobis certa adclarassis inter eos fines quod feci. </s><s> ; Tum peregit verbis auspicia quae"
"prose,Livius, Titus","amicitia ac societas, nuper Philippi bello renovata. </s><s> at enim ego eam violavi et everti, quod Argivorum civitatem","teneo",". </s><s> quomodo hoc tuear? </s><s> re an tempore? </s><s> res mihi duplicem defensionem praebet; nam et ipsis vocantibus ac tradentibus"
"prose,Frontinus, Sextus Iulius","et; plaudite;, inquit,; milites, Africam oppressi. </s><s> ; C. Caesar, cum forte conscendens navem lapsus esset,;","teneo","te, terra mater;, inquit. </s><s> Qua interpretatione effecit, ut repetiturus illas a quibus proficiscebatur terras"
"prose,Cicero, Marcus Tullius","versantur, num aut inventa sunt aut cognita aut omnino ab oratorum genere tractata? </s><s> Equidem et Ser. Galbam memoria","teneo","divinum hominem in dicendo et M. Aemilium Porcinam et C. ipsum Carbonem, quem tu adulescentulus perculisti, ignarum"
"prose,Cicero, Marcus Tullius","probo. </s><s> ;; Enimvero; inquit Crassus; mirari satis non queo etiam te haec, Scaevola, desiderare, quae neque ego ita","teneo",", uti ei, qui docent, neque sunt eius generis, ut, si optime tenerem, digna essent ista sapientia ac tuis auribus. </s><s> ;; Ain"
"prose,Cicero, Marcus Tullius","propriumque hoc esse laudis tuae nihil a te umquam esse dictum, quod obesset ei, pro quo diceres; idque memoria","teneo",", cum mihi sermo cum hoc Crasso, multis audientibus, esset institutus Crassusque plurimis verbis eloquentiam"
"prose,Cicero, Marcus Tullius","an sit necne aut quid sit aut quale sit quaeritur, in primo coniectura valet, in altero definitio, in tertio ratio. </s><s> C. F.","Teneo","istam distributionem: nunc coniecturae locos quaero. </s><s> C. P. In verisimilibus et in propriis rerum notis posita est"
"prose,Cicero, Marcus Tullius","animi motus, qui etiam citius in fraudem quam ratio utilitatis impellit. </s><s> Quam ob rem sint haec dicta de causis. </s><s> C. F.","Teneo",", et quaero qui sint illi eventus quos ex causis effici dixisti. </s><s> C. P. Consequentia quaedam signa praeteriti et quasi"
"prose,Cicero, Marcus Tullius",", id homo eruditus in insidiis doctissimi hominis dissimulandum putaret? </s><s> Sed cur diutius vos, iudices,","teneo","? </s><s> Ipsius iurati religionem auctoritatemque percipite atque omnia diligenter testimonii verba cognoscite. </s><s> Recita. </s>"
"prose,Seneca, Lucius Annaeus","tendunt, ad bonam mentem: non quaeritur plausus. </s><s> Talia esse scripta eius non dubito, etiam si magis reminiscor quam","teneo","haeretque mihi color eorum non ex recenti conversatione familiariter sed summatim, ut solet ex vetere notitia; cum"
"prose,Cicero, Marcus Tullius",". </s><s> Tenesne igitur, inquam, Hieronymus Rhodius quid dicat esse summum bonum, quo putet omnia referri oportere? </s><s>","Teneo",", inquit, finem illi videri nihil dolere. </s><s> Quid? </s><s> idem iste, inquam, de voluptate quid sentit? </s><s> Negat esse eam, inquit,"
"prose,Cicero, Marcus Tullius","pleraque; quamquam et apud Herodotum patrem historiae et apud Theopompum sunt innumerabiles fabulae. </s><s> Atticvs:","Teneo","quam optabam occasionem neque omittam. </s><s> Marcvs: Quam tandem, Tite? </s><s> Atticvs: Postulatur a te iam diu uel flagitatur"
"prose,Ambrosius Mediolanensis",". </s><s> qui ad invadendam hereditatem venerunt, facti sunt coheredes Dei. </s><s> defensores habeo, quos hostes putabam; socios","teneo",", quos adversarios aestimabam. </s><s> completum est illud, quod de domino Iesu David propheta cecinit, quia; factus est in"
"prose,Curtius Rufus, Quintus","non annos meos, sed victorias numero, si munera fortunae bene conputo diu vixi. </s><s> Orsus a Macedonia, imperium Graeciae","teneo",", Thraciam et Illyrios subegi, Triballis Maedisque imperito; Asiam, qua Hellesponto, qua Rubro mari subluitur,"
"prose,Curtius Rufus, Quintus",". </s><s> Proinde fugientibus me pateant limites! </s><s> facessite hinc ocius! </s><s> ego cum Persis abeuntium terga tutabor. </s><s> Neminem","teneo",": liberate oculos meos, ingratissimi cives. </s><s> Laeti vos excipient parentes liberique sine vestro rege redeuntes;"
"prose,Tertullianus, Quintus Septimius Florens","supererit, ut honestius homo deum quam hominem deus finxerit? </s><s> Nunc et si scandalum limus, alia iam res est. </s><s> Carnem iam","teneo",", non terram: licet et caro audiat, Terra es et in terram redibis, origo recensetur, non substantia revocatur. </s><s> Datum"
"prose,Tertullianus, Quintus Septimius Florens","senior sermo est. </s><s> Quid enim, si et iunior? </s><s> Neque ueritas desiderat uetustatem neque mendacium deuitat nouellitatem. </s><s>","Teneo","plane falsum, antiquitate generosum; quidni falsum, cuius testimonium quoque ex falso est? </s><s> Quomodo credam non"
"prose,Tertullianus, Quintus Septimius Florens","iam professus sum, personae non substantiae nomine, ad distinctionem non ad divisionem. </s><s> ceterum; etsi; ubique","teneo","unam substantiam in tribus cohaerentibus, tamen alium dicam oportet ex necessitate sensus eum qui iubet et eum qui"
"prose,Augustinus, Aurelius",". </s><s> Adeodatus: Intellego. </s><s> Augustinus: At hoc est, quod dixi sese invicem significare vocabulum et nomen. </s><s> Adeodatus:","Teneo",", sed quaero, quid dixeris, cum etiam se ipsa significant cum aliis partibus orationis. </s><s> Augustinus: Nonne superior"
"prose,Hieronymus","negligenter, et- ut ego tibi credo iuranti- casu aliqua transieris, statim ille clamabit et dicet: Hic hic te vinctum","teneo",": hic totius negotii cardo versatur. </s><s> Non aeque inimici audiunt, et amici. </s><s> Qui inimicus est, etiam in scirpo nodum"
"prose,Isidorus Hispalensis Episcopus",", sed starent. </s><s> - Praesens, praeteritum et futurum nostrum est habere, non Domini: uerbi causa, dicimus pro praesens:;","teneo","codicem;, pro praeterito; tenui;, pro futuro; tenebo;. </s><s> Vniuersitatem uero Deus tenet, et pro tenuit et tenebit;"
"prose,Quintilianus, Marcus Fabius","e domo, velles inopiam meam, velles aspicere squalorem. </s><s> ego osculor illas expellentis manus, ego abicientis genua","teneo",", et ad patrem, qui me tam notabiliter odit, non habeo, cur velim redire, si non amo[ r]. </s><s> Praevaleret nominis tui"
"prose,Quintilianus, Marcus Fabius","non erit, neglegens deprehendetur. </s><s> Sed quid ego sic ago, tamquam inauditum, incredibile scelus locutus sit populus? </s><s>","teneo","in hoc sermone facinus unius. </s><s> mali mariti non interest, incestum de uxore fingat an credat. </s><s> quid? </s><s> iste ergo non timuit"
"prose,Quintilianus, Marcus Fabius","feci, si quid admisi, fatebor. </s><s> ecce supra lectulum effusa feralem laceros artus et perustum complexa corpus exclamo:","teneo","unicum meum, velit nolit invidia, meum misera formosum. </s><s> hoc erat, quod infelicissimam matrem ultra solitae"
"prose,Tacitus, Publius (Gaius) Cornelius","studiorum Massiliam habuit, locum Graeca comitate et provinciali parsimonia mixtum ac bene compositum. </s><s> Memoria","teneo","solitum ipsum narrare se prima in iuventa studium philosophiae acrius, ultra quam concessum Romano ac senatori,"
