Source,Pre,Pro,Post
"prose,Cicero, Marcus Tullius","decem, sed ut Nestoris; quod si sibi acciderit, non dubitat, quin brevi sit Troia peritura. </s><s> Sed redeo ad me. </s><s> Quartum","ago","annum et octogesimum; vellem equidem idem possem gloriari quod Cyrus, sed tamen hoc queo dicere, non me quidem eis esse"
"prose,Cicero, Marcus Tullius",". </s><s> Ad quem ut veni, complexus me senex collacrimavit aliquantoque post suspexit ad caelum et:'' Grates'', inquit,'' tibi","ago",", summe Sol, vobisque, reliqui Caelites, quod, antequam ex hac vita migro, conspicio in meo regno et his tectis P."
"prose,Cicero, Marcus Tullius","hoc tempore, magnis curis, molestiis, doloribus liberatus, praestare debeo. </s><s> Itaque, C. Caesar, sic tibi gratias","ago",", ut omnibus me rebus a te non conservato solum, sed etiam ornato, tamen ad tua in me unum innumerabilia merita, quod"
"prose,Livius, Titus","usuris pernumeratum est; iam nihilo mea turba quam ullius conspectior erit. </s><s> at enim quid ita solus ego civium curam","ago","? </s><s> nihilo magis quod respondeam habeo quam si quaeras quid ita solus Capitolium arcemque servaverim. </s><s> et tum universis"
"prose,Livius, Titus","tolerato tristior iis irati ducis oratio esset. </s><s> '' dis immortalibus, ut in tali re, laudes gratesque'' inquit''","ago","quod victor hostis cum tanto pavore incidentibus vobis in vallum portasque non ipsa castra est adgressus;"
"prose,Livius, Titus","posteri eius Corinthum, Chalcidem, Demetriadem et Thessalorum totam gentem? </s><s> sed quid ego causam civitatium","ago","quam ipsis agentibus et nos et regem ipsum cognoscere aequius est? </s><s> '' Vocari deinde civitatium legationes iussit,"
"prose,Livius, Titus","hoc tempore, pater, quo querentem audis. </s><s> nihil ego, tamquam accusator, criminose nec dubia argumentis colligendo","ago",". </s><s> quid enim? </s><s> negat venisse se cum multitudine ad ianuam meam, an ferro succinctos se cum fuisse? </s><s> quos nominavero,"
"prose,Seneca, Lucius Annaeus","disseruit:; Ego; inquit; p. </s><s> c. </s><s> vos testes habeo, ex quo deus factus sum, nullum me verbum fecisse: semper meum negotium","ago",". </s><s> Sed non possum amplius dissimulare, et dolorem, quem graviorem pudor facit, continere. </s><s> In hoc terra marique pacem"
"prose,Seneca, Lucius Annaeus","in opere detineo. </s><s> Secessi non tantum ab hominibus sed arebus, et in primis a meis rebus: posterorum negotium","ago",". </s><s> Illis aliqua quae possint prodesse conscribo; salutares admonitiones, velut medicamentorum utilium"
"prose,Seneca, Lucius Annaeus","lassae aetatis, non fractae nomen est: inter decrepitos me numera et extrema tangentis. </s><s> Gratias tamen mihi apud te","ago",": non sentio in animo aetatis iniuriam, cum sentiam incorpore. </s><s> Tantum vitia et vitiorum ministeria senuerunt: viget"
"prose,Seneca, Lucius Annaeus","sint. </s><s> Non est huius animus in recto cuius acta discordant. </s><s> Vale. </s><s> Cum te tam valde rogo ut studeas, meum negotium","ago",": habere amicum volo, quod contingere mihi, nisi pergis ut coepisti excolere te, non potest. </s><s> Nunc enim amas me, amicus"
"prose,Seneca, Lucius Annaeus","placent, et desinit esse remedio locus ubi quae fuerant vitia mores sunt. </s><s> Vale. </s><s> Quod frequenter mihi scribis gratias","ago","; nam quo uno modo potes te mihi ostendis. </s><s> Numquam epistulam tuam accipio ut non protinus una simus. </s><s> Si imagines nobis"
"prose,Seneca, Lucius Annaeus","iusso'', id est'' iussero''. </s><s> Hoc nolo mihi credas, sed eidem Vergilio: cetera, qua iusso, mecum manus inferat arma. </s><s> Non id","ago","nunc hac diligentia ut ostendam quantum tempus apud grammaticum perdiderim, sed ut ex hoc intellegas quantum apud"
"prose,Seneca, Lucius Annaeus","in limine ipso nomen marmori inscribas: mortem suam antecesserunt. </s><s> Vale. </s><s> Desinamus quod voluimus velle. </s><s> Ego certe id","ago","; ne; senex eadem velim quae puer volui. </s><s> In hoc unum eunt dies, in hoc noctes, hoc opus meum est, haec cogitatio, imponere"
"prose,Seneca, Lucius Annaeus","puer volui. </s><s> In hoc unum eunt dies, in hoc noctes, hoc opus meum est, haec cogitatio, imponere veteribus malis finem. </s><s> Id","ago","ut mihi instar totius vitae dies sit; nec mehercules tamquam ultimum rapio, sed sic illum aspicio tamquam esse vel"
"prose,Seneca, Lucius Annaeus","inter ista conterere, quae tibi nullum affectum eripiunt, nullam cupiditatem abigunt? </s><s> '' Ego quidem[ peiora] illa","ago","ac tracto quibus pacatur animus, et me prius scrutor, deinde hunc mundum. </s><s> Ne nunc quidem tempus, ut existimas, perdo;"
"prose,Seneca, Lucius Annaeus",": iam aetas mea contenta est suo frigore; vix media regelatur aestate. </s><s> Itaque maior pars in vestimentis degitur. </s><s>","Ago","gratias senectuti quod me lectulo affixit: quidni gratias illi hoc nomine agam? </s><s> Quidquid debebam nolle, non possum. </s>"
"prose,Seneca, Lucius Annaeus","mihi eripuit; totus inter stratum lectionemque divisus est; minimum exercitationi corporis datum, et hoc nomine","ago","gratias senectuti: non magno mihi constat. </s><s> Cum me movi, lassus sum; hic autem est exercitationis etiam fortissimis"
"prose,Seneca, Lucius Annaeus","'' beatus sum''? </s><s> Atqui haec vox in ipsa officina voluptatis audita est. </s><s> '' Beatissimum'' inquit'' hunc et ultimum diem","ago","'' Epicurus, cum illum hinc urinae difficultas torqueret, hinc insanabilis exulcerati dolor ventris. </s><s> Quare ergo"
"prose,Seneca, Lucius Annaeus","Enni: si fas endo plagas caelestum ascendere cuiquam est, mi soli caeli maxima porta patet. </s><s> Sed ne et ipse, dum aliud","ago",", in philologum aut grammaticum delabar, illud admoneo, auditionem philosophorum lectionemque ad propositum"
"prose,Seneca, Lucius Annaeus","ipsum conciliatur animal; debet enim aliquid esse ad quod alia referantur. </s><s> Voluptatem peto. </s><s> Cui? </s><s> mihi; ergo mei curam","ago",". </s><s> Dolorem refugio. </s><s> Pro quo? </s><s> pro me; ergo mei curam ago. </s><s> Si omnia propter curam mei facio, ante omnia est mei cura. </s><s> Haec"
"prose,Seneca, Lucius Annaeus","quod alia referantur. </s><s> Voluptatem peto. </s><s> Cui? </s><s> mihi; ergo mei curam ago. </s><s> Dolorem refugio. </s><s> Pro quo? </s><s> pro me; ergo mei curam","ago",". </s><s> Si omnia propter curam mei facio, ante omnia est mei cura. </s><s> Haec animalibus inest cunctis, nec inseritur sed"
"prose,[Auctor incertus]",", potestatem eis dicundi fecit. </s><s> Ex eis centurio legionis xiv'' pro tuo'' inquit'' summo beneficio Scipio, tibi gratias","ago","-- non enim imperatorem te appello-- quod mihi vitam incolumitatemque belli iure capto polliceris, et forsan isto"
"prose,Cicero, Marcus Tullius",", verum etiam sepultura et iustis exsequiarum carent. </s><s> Quintus: Equidem ista agnosco frater, et meritas dis gratias","ago",". </s><s> Sed nimis saepe secus aliquanto videmus evadere. </s><s> Marcus: Non enim Quinte recte existimamus quae poena divina sit,"
"prose,Curtius Rufus, Quintus",". </s><s> Cum feris bestiis res est, quas captas et inclusas, quia ipsarum natura non potest, longior dies mitigat. </s><s> Et adhuc sic","ago","tamquam omnia subacta sint armis, quae fuerunt in dicione Darei. </s><s> Hyrcaniam Nabarzanes occupavit, Bactra non"
"prose,Curtius Rufus, Quintus","iubet, altiusque sermone repetito:; Vobis quidem;, inquit,; o fidissimi piissimique civium atque amicorum, grates","ago","habeoque non solum eo nomine, quod hodie salutem meam vestrae praeponitis, sed quod a primordiis belli nullum erga me"
"prose,Quintilianus, Marcus Fabius",". </s><s> ; Honorandus sum quia tyrannum occidi;:; non occidisti;: quaestio et status. </s><s> Similiter; non recte agis;:; recte","ago","; non habet statum. </s><s> Ubi est ergo? </s><s> ; Non recte agis ignominiosus;. </s><s> Quaeritur an ignominiosus sit, aut an agere"
"prose,Quintilianus, Marcus Fabius",": si coniungantur, in partitionem cadunt. </s><s> Est et nuda propositio, qualis fere in coniecturalibus:; caedis","ago",";,; furtum obicio;; est ratione subiecta, ut:; maiestatem minuit C. Cornelius; nam codicem tribunus plebis ipse pro"
"prose,Quintilianus, Marcus Fabius","cum synecdoche vicinia; nam cum dico; vultus hominis; pro vultu, dico pluraliter quod singulare est: sed non id","ago",", ut unum ex multis intellegatur( nam id est manifestum), sed nomen inmuto: et cum aurata tecta; aurea;, pusillum ab ea"
"prose,Quintilianus, Marcus Fabius","difficultas? </s><s> Perisse profecto confitendum est praeteritum laborem cui semper idem laborandum est. </s><s> Neque ego hoc","ago",", ut ex tempore dicere malit, sed ut possit. </s><s> Id autem maxime hoc modo consequemur. </s><s> Nota sit primum dicendi via: neque"
"prose,Servius, Marius Honoratus","fodero, video vidi videram videro, voveo vovi voveram vovero, foveo fovi foveram fovero, iuvo iuvi iuveram iuvero,","ago","egi egeram egero, emo emi emeram emero, lavo lavi laveram lavero, odio odi oderam odero, eo ivi iveram ivero, sino sivi"
"prose,Gellius, Aulus","Stoici, viri sancti et gravis: Hedore telos, pornes dogma; ouk estin pronoia, oude pornes dogma. </s><s> Ab eo, quod est;","ago","; et; egi;, verba sunt, quae appellant grammatici; frequentativa;,; actito; et; actitavi;. </s><s> Haec quosdam non sane"
"prose,Gellius, Aulus","ita pronuntiare, ut primam in his litteram corripiant, rationemque dicunt, quoniam in verbo principali, quod est;","ago",";, prima littera breviter pronuntiatur. </s><s> Cur igitur ab eo, quod est; edo; et; ungo;, in quibus verbis prima littera"
"prose,Gellius, Aulus","; facio, factus;; factito;. </s><s> Sic igitur; actito; producte in prima syllaba pronuntiandum, quoniam ex eo fit, quod est;","ago","; et; actus;. </s><s> Volgo et scriptum et creditum est folia olearum arborum brumali et solstitiali die converti et quae pars"
"prose,Gellius, Aulus","ne illunc fugitivummitteret ad se intro, sed magis eiceret? </s><s> ibimus quaesitum. </s><s> Verum, ne ipsi teneamur, formido. </s><s> Quid","ago","? </s><s> da, Venus, consilium. </s><s> Memini me quodam et Celsinum Iulium Numidam ad Frontonem Cornelium pedes tunc graviter aegrum"
"prose,Augustinus, Aurelius","frigidum eloquium meum, ut videtur mihi: et eos inde aliquid utile capere, ex eorum delectatione cognosco: mecumque","ago","sedulo, ut huic exhibendo ministerio non desim, in quo illos video bene accipere quod exhibetur. </s><s> Sic et tu, eo ipso quod"
"prose,Caecilius Africanus, Sextus","illud exigendum, ut ipse curam suscipiat. </s><s> an in hanc rem pecunia eroganda est. </s><s> deposui apud filium familias decem et","ago","depositi de peculio. </s><s> quamvis nihil patri filius debeat et haec decem teneat, nihilo magis tamen patrem damnandum"
"prose,Caecilius Africanus, Sextus","constet, huiusmodi iudiciis experiri. </s><s> egi tecum ius mihi esse aedes meas usque ad decem pedes altius tollere. </s><s> post","ago","ius mihi esse usque ad viginti pedes altius tollere. </s><s> exceptio rei iudicatae procul dubio obstabit. </s><s> sed et si rursus ita"
"prose,Gregorius Turonensis",", puella migraret ad Christum, peracto vir funeris officio cum puellam in sepulchro deponeret, ait:'' Gratias tibi","ago",", domine Iesu Christe, aeternae domine deus noster, quia hunc thesaurum, sicut a te commendatum accepi, ita"
"prose,Gregorius Turonensis","baptizatus est, vivere omnino non potuit''. </s><s> Ad haec regina:'' Deo'', inquid,'' omnipotenti, creatori omnium, gratias","ago",", qui me non usquequaque iudicavit indigna, ut de utero meo genitum regno suo dignaretur adscire. </s><s> Mihi autem dolore"
"prose,Gregorius Turonensis","et ea quae tibi de thesauris illius placent bona voluntate transmittam''. </s><s> Et illi:'' Gratias'', inquid,'' tuae voluntate","ago","et rogo, ut venientibus nostris patefacias, cuncta ipse deinceps possessurus''. </s><s> Quibus venientibus iste patris"
"prose,Gregorius Turonensis","emendationem reducere potuit, hic ascendens super tectum domus illius, cum detegere coepisset, ait:'' Gratias tibi","ago",", Iesu Christe, quod post mortem iniquissimi Nicetii super hunc tectum calcare promerui''. </s><s> Adhuc verba in ore"
"prose,Gregorius Turonensis","te fides euangelica manet, audi, quid ipse Iesus deus noster, cum ad resuscitandum venit Lazarum, ait: Pater, gratias","ago","tibi, quoniam audisti me. </s><s> Et ego sciebam, quia semper me audis; sed propter turbam, qui circumstat, dixi, ut credant,"
"prose,Gregorius Turonensis","esset hoc somnium, venit ad me puer, et emittens vocem, gratias agere Deo coepit, conversusque ad me, ait:; Gratias","ago","Deo omnipotenti, qui mihi et eloquium reddedit et auditum;. </s><s> Ex hoc sanus redditus, ad domum rediit. </s><s> Alius vero, qui"
"prose,Gregorius Turonensis","pactionibus, quae inter vos conscriptae sunt, inrumpere pollicetur''. </s><s> Et rex ad haec ait:'' Non similiter ego gratias","ago",", quod taliter inrumpitur, quod mihi promissum est. </s><s> Pars mea de urbe Silvanectensi non redditur; homines, quos pro"
"prose,Tertullianus, Quintus Septimius Florens","ad suscitandum fratrem eius a mortuis ad caelum et ad patrem dominus suspiciens, Pater, inquit utique filius, gratias","ago","tibi quod me semper exaudias; propter istas turbas circumstantes dixi, ut credant quod tu me miseris. </s><s> sed et in"
"prose,Acholius","excepi, ideo et equos et coniuratos meos lassaui ut mihi gratias ageret res p. </s><s> et conscientia mea. </s><s> at tu plus fecisti. </s><s>","ago","ergo gratias bonitati tuae et accipio consulatum, quem das. </s><s> deus faciat et deus certus, ut et senatus de me sic iudicet. </s>"
"prose,Valerius Maximus","futurum Cn. Pompei generi ipsius militem adfirmasset, ita respondere non dubitauit:'' tibi quidem, Scipio, gratias","ago",", sed mihi uti ista condicione uitae non est opus''. </s><s> sine ullis imaginibus nobilem animum! </s><s> Idem constantiae propositum"
"prose,Isidorus Hispalensis Episcopus","partibus mundi coartantur; haec uero in toto orbe diffusa expanditur, Paulo adtestante apostolo: Gratias, inquit,","ago","Deo pro omnibus, quia fides uestra adnuntiatur in uniuerso mundo. </s><s> b. </s><s> Hereses aut in aliquem angulum mundi, aut in unam"
"prose,Cicero, Marcus Tullius","videtur, Aristoteles, sed idem fons erat utrisque et eadem rerum expetendarum fugiendarumque partitio. </s><s> Sed quid","ago","'' inquit'' aut sumne sanus qui haec vos doceo? </s><s> nam etsi non sus Minervam ut aiunt, tamen inepte quisquis Minervam docet. </s><s> ''"
"prose,Quintilianus, Marcus Fabius",", quae felicissima vel lassitudo vel satietas est, virtute consenui. </s><s> quid adhuc inter accidentia fragilesque casus","ago","? </s><s> homo receptus in publicas gratulationes praesentiae humilitate decresco: minores fiant necesse est diuturnitate"
"prose,Quintilianus, Marcus Fabius","ratione, ut mors inter facinus hominemque ponatur. </s><s> vincitur, pater, fatum, si resistas, vincit, si contempseris. </s><s>","ago","quin immo gratias hoc solo nomine crudelissimis fatis, quod maximum facinus non in prima aevi mei parte posuerunt,"
"prose,Quintilianus, Marcus Fabius",", dii pariter atque homines: non possum de liberis, possum eligere de miseris. </s><s> gratias quin immo fortunae, gratias","ago",", quod adhuc aeger sentit, intellegit. </s><s> alioquin cadaver acceperam et pretia duorum pro funere tantum supremisque"
"prose,Quintilianus, Marcus Fabius","lapsas sine voce lacrimas, tandem spiritu vix in paucissima verba collecto'' tibi quidem'', inquit,'' gratias","ago",", pater, quod redempturus utrumque venisti; non adeo tamen sensus meos languor hebetavit, ut exitum condicionis"
"prose,Quintilianus, Marcus Fabius","captum tam dura condicione venalem, quod utique in confessione est, nemo alius redemisset quam filius meus. </s><s> Et ego sic","ago",", tamquam hoc tantum filius propter me fecerit. </s><s> quamquam in hoc litigatu quodammodo tibi ipsa excidisti, et, tamquam"
"prose,Quintilianus, Marcus Fabius","pertuli, in cuius feritatis conluctatione duravi? </s><s> inimicum habui neque occidere contentum et mori paratum. </s><s> Gratias","ago","civitati, quod in illis necessitatibus, in quibus nihil adulationi, nihil praestabatis obsequiis, laudatus sum"
"prose,Quintilianus, Marcus Fabius","infelix uror ac laceror, nunc retinere mentem, nunc regere non possum. </s><s> crudelius est odisse meretricem. </s><s> Veneficii","ago",". </s><s> seposita paulisper, iudices, noxiae potionis invidia, nonne vobis videtur implere sceleris fidem, quod abstulit"
"prose,Quintilianus, Marcus Fabius",". </s><s> elige, parricida, quod voles: incestum diligens suspectum non erit, neglegens deprehendetur. </s><s> Sed quid ego sic","ago",", tamquam inauditum, incredibile scelus locutus sit populus? </s><s> teneo in hoc sermone facinus unius. </s><s> mali mariti non"
"prose,Cordus, Aelius Junius","excepi, ideo et equos et coniuratos meos lassaui ut mihi gratias ageret res p. </s><s> et conscientia mea. </s><s> at tu plus fecisti. </s><s>","ago","ergo gratias bonitati tuae et accipio consulatum, quem das. </s><s> deus faciat et deus certus, ut et senatus de me sic iudicet. </s>"
"prose,Tacitus, Publius (Gaius) Cornelius",", cum eam gloriam, quam tibi alii concedunt, ipse tibi denegares. </s><s> ;; Neque illius; inquit; sermonis mei paenitentiam","ago",", neque aut Secundum aut Maternum aut te ipsum, Aper, quamquam interdum in contrarium disputes, aliter sentire credo. </s>"
