Source,Pre,Pro,Post
"prose,Varro, Marcus Terentius",", piscinae. </s><s> Nunc ornithonas dico omnium alitum, quae intra parietes villae solent pasci. </s><s> Leporaria te accipere","volo","non ea quae tritavi nostri dicebant, ubi soli lepores sint, sed omnia saepta, afficta villae quae sunt et habent"
"prose,Varro, Marcus Terentius","quam superioribus, quod ex pavonibus fructus capiuntur maiores quam e gallinis. </s><s> Atque adeo non dissimulabo, quod","volo","de ornithone primum, quod lucri fecerunt hoc nomen turdi. </s><s> Sexaginta enim milia Fircellina excande me fecerunt"
"prose,Augustinus, Aurelius","non curemus, cum quid significet intellegamus. </s><s> Breviter tamen hunc locum notatum( hoc est de origine verborum)","volo","paulisper accipias, ne ullam partem suscepti operis praetermisse videamur. </s><s> Stoici autumant, quos Cicero in hac re ut"
"prose,Cicero, Marcus Tullius","et pudorem quoad potuerit restitisse. </s><s> Bona postulas ut ex edicto possidere liceat. </s><s> Quo die? </s><s> Te ipsum, Naevi,","volo","audire; volo inauditum facinus ipsius qui id commisit voce convinci. </s><s> Dic, Naevi, diem. </s><s> ; Ante diem V Kalend. </s>"
"prose,Cicero, Marcus Tullius","quoad potuerit restitisse. </s><s> Bona postulas ut ex edicto possidere liceat. </s><s> Quo die? </s><s> Te ipsum, Naevi, volo audire;","volo","inauditum facinus ipsius qui id commisit voce convinci. </s><s> Dic, Naevi, diem. </s><s> ; Ante diem V Kalend. </s><s> intercalaris. </s><s> ; Bene"
"prose,Cicero, Marcus Tullius","onere, quod mihi commune tecum est, aut iam urgentis aut certe adventantis senectutis et te et me etiam ipsum levari","volo","; etsi te quidem id modice ac sapienter, sicut omnia, et ferre et laturum esse certo scio. </s><s> Sed mihi, cum de senectute"
"prose,Cicero, Marcus Tullius",", qui animos hominum inmortalis esse credam, libenter erro; nec mihi hunc errorem, quo delector, dum vivo, extorqueri","volo","; sin mortuus, ut quidam minuti philosophi censent, nihil sentiam, non vereor, ne hunc errorem meum philosophi mortui"
"prose,Cicero, Marcus Tullius","difendere? </s><s> ; Frater es; eo vereor. </s><s> Verum quid tibi hic tandem nocet? </s><s> Resne quae talis est an ego qui verum explicari","volo","? </s><s> Itaque nihil contra dico, a te rationem totius haruspicinae peto. </s><s> Sed te mirificam in latebram coniecisti; quod enim"
"prose,Cicero, Marcus Tullius","a deis immortalibus ad istam horam reservatus est! </s><s> Non equidem plane despero ista esse vera, sed nescio et discere a te","volo",". </s><s> Nam cum mihi quaedam casu viderentur sic evenire ut praedicta essent a divinantibus, dixisti multa de casu, ut"
"prose,Cicero, Marcus Tullius","sive tripudio sive de caelo, simulacra sunt auspiciorum, auspicia nullo modo. </s><s> XXXIV; Q. Fabi, te mihi in auspicio esse","volo",". </s><s> ; Respondet:; Audivi. </s><s> ; Hic apud maiores adhibebatur peritus, nunc quilubet. </s><s> Peritum autem esse necesse est eum qui,"
"prose,Cicero, Marcus Tullius","nobismet ipsis et nostris profuturi videbamur si eam funditus sustulissemus. </s><s> Nec vero( id enim diligenter intellegi","volo",") superstitione tollenda religio tollitur. </s><s> Nam et maiorum instituta tueri sacris caerimoniisque retinendis"
"prose,Plinius Gaius, Cecilius Secundus","prodesse candidato ad sequentes honores, quam peractos. </s><s> Optime magistratus magistratu, honore honor petitur. </s><s>","Volo","ego, qui provinciam rexerit, non tantum codicillos amicorum, nec urbana coniuratione eblanditas preces, sed"
"prose,Seneca, Lucius Annaeus","incommoda, paupertas ignominia contemptus. </s><s> Adversus ista postea confligam: interim primum illud intueri","volo",", quid acerbi adferat ipsa loci commutatio. </s><s> '' Carere patria intolerabile est. </s><s> '' Aspice agedum hanc frequentiam, cui"
"prose,Seneca, Lucius Annaeus","et nihil illam a pietate deterruit et nihil in tristitia supervacua stultaque detinuit. </s><s> Cum his te numerari feminis","volo","; quarum vitam semper imitata es, earum in coercenda comprimendaque aegritudine optime sequeris exemplum. </s><s> Scio rem"
"prose,Seneca, Lucius Annaeus","possint. </s><s> Sed quia, dum in illum portum quem tibi studia promittunt pervenis, adminiculis quibus innitaris opus est,","volo","interim solacia tibi tua ostendere. </s><s> Respice fratres meos, quibus salvis fas tibi non est accusare fortunam. </s><s> In"
"prose,Cicero, Marcus Tullius",". </s><s> ; . .( Scipio)'' sed si vis Laeli, dabo tibi testes nec nimis antiquos nec ullo modo barbaros. </s><s> ''( Laelius)'' istos'' inquit","volo",". </s><s> ''( Scipio)'' videsne igitur minus quadringentorum annorum esse hanc urbem ut sine regibus sit? </s><s> ''( Laelius)'' vero"
"prose,Cicero, Marcus Tullius","posse in evertenda re publica populares existimari. </s><s> Lacesso vos, in contionem voco, populo Romano disceptatore uti","volo",". </s><s> Etenim, ut circumspiciamus omnia quae populo grata atque iucunda sunt, nihil tam populare quam pacem, quam"
"prose,Cicero, Marcus Tullius","Cn. f. </s><s> '' Non credo ascripturum esse'' Magno,'' non enim videtur id quod imminuere lege conatur concessurus verbo. </s><s> '' Te","volo","cvrare vt mihi Sinopae praesto sis avxilivmqve addvcas, dvm eos agros qvos; tv; tvo labore cepisti ego mea lege vendam. </s>"
"prose,Cicero, Marcus Tullius","persequar. </s><s> Fac in hoc errare me nec ullo modo posse per hoc interdictum id adsequi quod velim; te uti in hac re magistro","volo",". </s><s> Quaero sitne aliqua huius rei actio an nulla. </s><s> Convocari homines propter possessionis controversiam non oportet,"
"prose,Cicero, Marcus Tullius","in tuis pulmonibus ac visceribus haerebunt et quoniam omnium rerum magnarum ab dis immortalibus principia ducuntur,","volo","ut mihi respondeas tu, qui te Pythagoreum soles dicere et hominis doctissimi nomen tuis immanibus et barbaris moribus"
"prose,Cicero, Marcus Tullius","meus necessarius, etiam de mea sententia, C. Cosconius, iudex noster, quem tu dirumperis cum aedilicium vides. </s><s>","volo","uti mihi respondeas num quis ex toto conlegio legem sit ausus ferre praeter unum te? </s><s> quae tanta in te fuerit audacia,"
"prose,Cicero, Marcus Tullius","post urbem conditam scias tribunum plebis egisse cum plebe, cum constaret servatum esse de caelo. </s><s> simul etiam illud","volo","uti respondeas, cum te tribuno plebis esset etiam tum in re publica lex Aelia et Fufia, quae leges saepe numero"
"prose,Cicero, Marcus Tullius","modo maiestate horum, sed etiam urbe te augurem fore putasti: verum tamen ut somnia tua relinquam, ad scelera veniam,","volo","uti mihi respondeas, cum M. Bibulum consulem non dicam bene de re publica sentientem, ne tu mihi homo potens irascare,"
"prose,Cicero, Marcus Tullius","audire maluit quam videre. </s><s> et quoniam pecunias aliorum despicis, de tuis divitiis intolerantissime gloriaris,","volo","uti mihi respondeas, fecerisne foedera tribunus plebis cum civitatibus, cum regibus, cum tetrarchis; erogarisne"
"prose,Cicero, Marcus Tullius",", appellatione improbissima te ad auxilium nefarium confugisse? </s><s> et quoniam legationis tuae facta mentio est,","volo","audire de te quo tandem senatus consulto legatus sis. </s><s> de gestu intellego quid respondeas: tua lege, dicis. </s><s> esne igitur"
"prose,Cicero, Marcus Tullius","ne hoc ipsum genus orationis quo nunc utor ab huius loci more abhorreret; et simul de ipso qui scripsit detrahi nihil","volo",". </s><s> Qui si fuisset in discipulo comparando meliore fortuna, fortasse austerior et gravior esse potuisset; sed eum casus"
"prose,Livius, Titus","urbis crimen adfirmante, senatum adit. </s><s> ; Transire Tiberim; inquit,; patres, et intrare, si possim, castra hostium","volo",", non praedo nec populationum in vicem ultor; maius si di iuvant in animo est facinus. </s><s> ; Adprobant patres; abdito intra"
"prose,Livius, Titus","iniussu tuo; inquit,; imperator, extra ordinem nunquam pugnaverim, non si certam victoriam videam: si tu permittis,","volo","ego illi beluae ostendere, quando adeo ferox praesultat hostium signis, me ex ea familia ortum quae Gallorum agmen ex"
"prose,Livius, Titus",", procedere ante signa, versari media in mole pugnae sciat. </s><s> ; Facta mea, non dicta vos, milites; inquit,; sequi","volo",", nec disciplinam modo sed exemplum etiam a me petere. </s><s> Non factionibus[ modo] nec per coitiones usitatas nobilibus sed"
"prose,Livius, Titus",". </s><s> Romam vos expugnaturos, si quis duceret, fortes lingua iactabatis. </s><s> En, minor res est: hic experiri vim virtutemque","volo",". </s><s> Expugnate Nolam, campestrem urbem, non flumine, non mari saeptam. </s><s> Hinc vos ex tam opulenta urbe praeda spoliisque"
"prose,Livius, Titus",", sicut patriae meique, eieceritis ex animis vestris: viam consilii scelerati sed non ad ultimum dementis exsequi","volo","; mene vivo et cetero incolumi exercitu, cum quo ego die uno Carthaginem cepi, cum quo quattuor imperatores quattuor"
"prose,Livius, Titus","ius, id destruet ac demolietur, quid attinebit universos rogare leges quas mox abrogare in quos latae sunt possint? </s><s>","volo","tamen audire quid sit propter quod matronae consternatae procucurrerint in publicum ac vix foro se et contione"
"prose,Livius, Titus","labore semper adhuc factum est. </s><s> id ut ne fiat, uno modo arbitror caveri posse, si effectum erit ne possitis rebellare. </s><s>","volo","id quam mollissima via consequi. </s><s> vos quoque in ea re consilio me adiuvate: nullum libentius sequar quam quod vosmet"
"prose,Cicero, Marcus Tullius","indicant te suscepisse Tusculanae disputationes, ponere aliquid, ad quod audiam, si tibi non est molestum,","volo",". </s><s> An mihi, inquam, potest quicquam esse molestum, quod tibi gratum futurum sit? </s><s> Sed ita audies, ut Romanum hominem, ut"
"prose,Cicero, Marcus Tullius",", ipsi tecum ut adsidui sint, qui ipsi sectari non poterunt, suos necessarios in hoc munere constituant. </s><s> Valde ego te","volo","et ad rem pertinere arbitror semper cum multitudine esse. </s><s> Praeterea magnam adfert laudem et summam dignitatem, si ii"
"prose,Cicero, Marcus Tullius",", tamen tu, si quid mutandum esse videbitur aut omnino tollendum, aut si quid erit praeteritum, velim hoc mihi dicas;","volo","enim hoc commentariolum petitionis haberi omni ratione perfectum. </s><s> Hesterno die, patres conscripti, cum me et vestra"
"prose,Cicero, Marcus Tullius","ea quae conlega patris emisit leviora atque hebetiora esse videantur. </s><s> Sed tamen mei facti rationem exponere illis","volo","qui hesterno die dolore me elatum et iracundia longius prope progressum arbitrabantur quam sapientis hominis"
"prose,Cicero, Marcus Tullius",". </s><s> Hanc ego absolutionem perfectionemque in oratore desiderans, a qua ipse longe absum, facio impudenter; mihi enim","volo","ignosci, ceteris ipse non ignosco; nam qui non potest, qui vitiose facit, quem denique non decet, hunc, ut Apollonius"
"prose,Cicero, Marcus Tullius","atque communibus: hunc ego appello oratorem eumque esse praeterea instructum voce et actione et lepore quodam","volo",". </s><s> Crassus vero mihi noster visus est oratoris facultatem non illius artis terminis, sed ingeni sui finibus immensis"
"prose,Cicero, Marcus Tullius","; Persium non curo legere,;- hic fuit enim, ut noramus, omnium fere nostrorum hominum doctissimus-; Laelium Decumum","volo",",; quem cognovimus virum bonum et non inlitteratum, sed nihil ad Persium; sic ego, si iam mihi disputandum sit de his"
"prose,Cicero, Marcus Tullius",", quod erat ingeni, et verbis effervescentibus et paulo nimium redundantibus, quod erat aetatis. </s><s> Non sum aspernatus;","volo","enim se efferat in adulescente fecunditas; nam facilius sicut in vitibus revocantur ea, quae se nimium profuderunt,"
"prose,Cicero, Marcus Tullius","revocantur ea, quae se nimium profuderunt, quam, si nihil valet materies, nova sarmenta cultura excitantur; item","volo","esse in adulescente, unde aliquid amputem; non enim potest in eo sucus esse diuturnus, quod nimis celeriter est"
"prose,Cicero, Marcus Tullius","Tutor, mimus vetus, oppido ridiculus. </s><s> Sed abeo a mimis; tantum genus huius ridiculi insigni aliqua et nota re notari","volo","; est autem ex hoc genere illud, quod tu, Crasse, nuper ei, qui te rogasset, num tibi molestus esset futurus, si ad te bene"
"prose,Cicero, Marcus Tullius","in urbe a Catilina relicti sunt, quamquam sunt hostes, tamen, quia[ nati] sunt cives, monitos etiam atque etiam","volo",". </s><s> Mea lenitas adhuc si cui solutior visa est, hoc expectavit, ut id, quod latebat, erumperet. </s><s> Quod reliquum est, iam non"
"prose,Cicero, Marcus Tullius","ego vestris omnes triumphos meos, omnia ornamenta honoris, monumenta gloriae, laudis insignia condi et collocari","volo",". </s><s> Nihil me mutum potest delectare, nihil tacitum, nihil denique eius modi, quod etiam minus digni ad sequi possint. </s>"
"prose,Cicero, Marcus Tullius","excitanti non parere nefas esse duxissem-, sed testificor me a te rogatum et recusantem haec scribere esse ausum. </s><s>","Volo","enim mihi tecum commune esse crimen, ut, si sustinere tantam quaestionem non potuero, iniusti oneris impositi tua"
"prose,Cicero, Marcus Tullius","dialecticae, ut hoc videlicet differant inter se quod haec ratio dicendi latior sit, illa loquendi contractior. </s><s>","Volo","igitur huic summo omnem quae ad dicendum trahi possit loquendi rationem esse notam; quae quidem res, quod te his"
"prose,Cicero, Marcus Tullius","dividet. </s><s> Quando autem id faciat aut quo modo, nihil ad hoc tempus, quoniam, ut supra dixi, iudicem esse me, non doctorem","volo",". </s><s> Nec vero a dialecticis modo sit instructus et habeat omnis philosophiae notos ac tractatos locos. </s><s> Nihil enim de"
"prose,Cicero, Marcus Tullius","graviter ample copiose dici et explicari potest. </s><s> De materia loquor orationis etiam nunc, non de ipso genere dicendi. </s><s>","Volo","enim prius habeat orator rem de qua dicat, dignam auribus eruditis, quam cogitet quibus verbis quidque dicat[ aut quo"
"prose,Cicero, Marcus Tullius","]- quem etiam, quo grandior sit et quodam modo excelsior, ut de Pericle dixi supra, ne physicorum quidem esse ignarum","volo",". </s><s> Omnia profecto, cum se a caelestibus rebus referet ad humanas, excelsius magnificentiusque et dicet et sentiet. </s><s> Cum"
"prose,Cicero, Marcus Tullius","semper reiiciamus, nonnumquam etiam communia praetermittamus et non necessaria. </s><s> C. F. Quoniam de fide respondisti,","volo","audire de motu. </s><s> C. P. Loco quidem quaeris, sed planius quod vis explicabitur cum ad orationis ipsius quaestionumque"
"prose,Cicero, Marcus Tullius",". </s><s> Petitorem ego, praesertim consulatus, magna spe, magno animo, magnis copiis et in forum et in campum deduci","volo",". </s><s> Non placet mihi inquisitio candidati, praenuntia repulsae, non testium potius quam suffragatorum comparatio, non"
"prose,Cicero, Marcus Tullius","tuus moderatur orationi meae et meum erga te parentemque tuum beneficium tueri debeo. </s><s> Illud tamen te esse admonitum","volo",", primum ut qualis es talem te esse omnes existiment ut, quantum a rerum turpitudine abes, tantum te a verborum"
"prose,Seneca, Lucius Annaeus","valuisse videantur. </s><s> Quid actum sit in caelo ante diem III idus Octobris anno novo, initio saeculi felicissimi,","volo","memoriae tradere. </s><s> Nihil nec offensae nec gratiae dabitur. </s><s> Haec ita vera si quis quaesiverit unde sciam, primum, si"
"prose,Seneca, Lucius Annaeus",", valde fortis licet tibi videaris, maluisses cloacas Augeae purgare: multo plus ego stercoris exhausi. </s><s> ; Sed quoniam","volo",";...; Non mirum quod in curiam impetum fecisti: nihil tibi clausi est. </s><s> Modo dic nobis, qualem deum istum fieri velis. </s>"
"prose,Seneca, Lucius Annaeus","] sententiam dicere nec disputare. </s><s> ; Ego; inquit; p. </s><s> c. </s><s> interrogare vobis permiseram, vos mera mapalia fecistis. </s><s>","Volo","ut servetis disciplinam curiae. </s><s> Hic qualiscunque est, quid de nobis existimabit? </s><s> Illo dimisso primus interrogatur"
"prose,Seneca, Lucius Annaeus","cum legere non possis quantum habueris, satis est habere quantum legas. </s><s> '' Sed modo'' inquis'' hunc librum evolvere","volo",", modo illum. </s><s> '' Fastidientis stomachi est multa degustare; quae ubi varia sunt et diversa, inquinant non alunt. </s>"
"prose,Seneca, Lucius Annaeus",", non ad vivendum; ad hoc enim multis illi rebus opus est, ad illud tantum animo sano et erecto et despiciente fortunam. </s><s>","Volo","tibi Chrysippi quoque distinctionem indicare. </s><s> Ait sapientem nulla re egere, et tamen multis illi rebus opus esse:''"
"prose,Seneca, Lucius Annaeus",", iniussa discedunt. </s><s> Iam clausulam epistula poscit. </s><s> Accipe, et quidem utilem ac salutarem, quam te affigere animo","volo",":'' aliquis vir bonus nobis diligendus est ac semper ante oculos habendus, ut sic tamquam illo spectante vivamus et"
"prose,Seneca, Lucius Annaeus","; non sunt ficta nec colorata. </s><s> Dicam tamen quid sentiam: iam de te spem habeo, nondum fiduciam. </s><s> Tu quoque idem facias","volo",": non est quod tibi cito et facile credas. </s><s> Excute te et varie scrutare et observa; illud ante omnia vide, utrum in"
"prose,Seneca, Lucius Annaeus","tende; si quid est quo teneris, aut expedi aut incide. </s><s> '' Moratur'' inquis'' me res familiaris; sic illam disponere","volo","ut sufficere nihil agenti possit, ne aut paupertas mihi oneri sit aut ego alicui. </s><s> '' Cum hoc dicis, non videris vim ac"
"prose,Seneca, Lucius Annaeus","prius quam hoc parandum est quod tu differs et post cetera paras; ab hoc incipiendum est. </s><s> '' Parare'' inquis'' unde vivam","volo",". </s><s> '' Simul et parare; te; disce: si quid te vetat bene vivere, bene mori non vetat. </s><s> Non est quod nos paupertas a philosophia"
"prose,Seneca, Lucius Annaeus","deo. </s><s> Nemo alius est deo dignus quam qui opes contempsit; quarum possessionemtibi non interdico, sed efficere","volo","ut illas intrepide possideas; quod uno consequeris modo, si te etiam sine illis beate victurum persuaseris tibi, si"
"prose,Seneca, Lucius Annaeus","? </s><s> fortuna tua non vult. </s><s> Quid si illi etiam nunc permiseris crescere? </s><s> quantum ad successus accesserit accedet ad metus. </s><s>","Volo","tibi hoc loco referre dictum Maecenatis vera in ipso eculeo elocuti:'' ipsa enim altitudo attonat summa''. </s><s> Si quaeris in"
"prose,Seneca, Lucius Annaeus","summoveo, qui spes, dulcissima oblectamenta, devitandas existimo? </s><s> immo contra nolo tibi umquam deesse laetitiam. </s><s>","Volo","illam tibi domi nasci: nascitur si modo intra te ipsum fit. </s><s> Ceterae hilaritates non implent pectus; frontem remittunt"
"prose,Seneca, Lucius Annaeus","dolorum patientiam? </s><s> Haec qui apud se versat in magno gaudio est, sed parum blando. </s><s> In huius gaudii possessione esse te","volo",": numquam deficiet, cum semel unde petatur inveneris. </s><s> Levium metallorum fructus in summo est: illa opulentissima"
"prose,Seneca, Lucius Annaeus","sed subinde incitavi; et nunc idem facio, sed iam currentem hortor et invicem hortantem. </s><s> '' Quid illud? </s><s> '' inquis'' adhuc","volo",". </s><s> '' In hoc plurimum est, non sic quomodo principia totius operis dimidium occupare dicuntur. </s><s> Ista res animo constat;"
"prose,Seneca, Lucius Annaeus","huius animus in recto cuius acta discordant. </s><s> Vale. </s><s> Cum te tam valde rogo ut studeas, meum negotium ago: habere amicum","volo",", quod contingere mihi, nisi pergis ut coepisti excolere te, non potest. </s><s> Nunc enim amas me, amicus non es. </s><s> '' Quid ergo? </s>"
"prose,Seneca, Lucius Annaeus","meae vigoris abscessit, id ad me et tua, quamquam non multum abest, rediturum; sed tamen re quoque ipsa esse laetus","volo",". </s><s> Venit ad nos ex iis quos amamus etiam absentibus gaudium, sed id leve et evanidum: conspectus et praesentia et"
"prose,Seneca, Lucius Annaeus",", ait'' dic, numquam dicas? </s><s> '' Nam Q. Hateri cursum, suis temporibus oratoris celeberrimi, longe abesse ab homine sano","volo",": numquam dubitavit, numquam intermisit; semel incipiebat, semel desinebat. </s><s> Quaedam tamen et nationibus puto magis"
"prose,Seneca, Lucius Annaeus","tenor. </s><s> Compositio virilis et sancta; nihilominus interveniebat dulce illud et loco lene. </s><s> Grandis, erectus es: hoc te","volo","tenere, sic ire. </s><s> Fecit aliquid et materia; ideo eligenda est fertilis, quae capiat ingenium, quae incitet. </s><s> ; De; libro"
"prose,Seneca, Lucius Annaeus","hereditarium onus in domo mea remansisse. </s><s> Ipse enim aversissimus ab istis prodigiis sum; si quando fatuo delectari","volo",", non est mihi longe quaerendus: me rideo. </s><s> Haec fatua subito desiit videre. </s><s> Incredibilem rem tibi narro, sed veram:"
"prose,Seneca, Lucius Annaeus","est eorum quae natura fiunt exemplara eternum''. </s><s> Adiciam definitioni interpretationem, quo tibi res apertior fiat. </s><s>","Volo","imaginem tuam facere. </s><s> Exemplar picturae te habeo, ex quo capit aliquem habitum mens nostra quem operi suo imponat; ita"
"prose,Seneca, Lucius Annaeus","valetudine affligi contra naturam est, sed inter ista servare animum infatigabilem secundum naturam est. </s><s> Et ut quod","volo","exprimam breviter, materia boni aliquando contra naturam est bonum numquam, quoniam bonum sine ratione nullum est,"
"prose,Seneca, Lucius Annaeus","profligavimus restat, sed magna pars est profectus velle proficere. </s><s> Huius rei conscius mihi sum: voloet mente tota","volo",". </s><s> Te quoque instinctum esse et magno ad pulcherrima properare impetu video. </s><s> Properemus: ita demum vita beneficium"
"prose,Seneca, Lucius Annaeus","loqui? </s><s> Qualis sermo meus esset si una desideremus aut ambularemus, inlaboratus et facilis, tales esse epistulas meas","volo",", quae nihil habent accersitum nec fictum. </s><s> Si fieri posset, quid sentiam ostendere quam loqui mallem. </s><s> Etiam si"
"prose,Seneca, Lucius Annaeus","; tamen in hoc quoque amplexu tam sancto et moderato satis apparet adfectus. </s><s> Non mehercules ieiuna esse et arida","volo","quae de rebus tam magnis dicentur( neque enim philosophia ingenio renuntiat), multum tamen operae inpendi verbis non"
"prose,Seneca, Lucius Annaeus","? </s><s> '' Hoc istis respondendum est quibus succursura mors est:'' mori times: nunc enim vivis? </s><s> '''' Sed ego'' inquit'' vivere","volo",", qui multa honeste facio; invitus relinquo officia vitae, quibus fideliter et industrie fungor. </s><s> '' Quid? </s><s> tu nescis"
"prose,Seneca, Lucius Annaeus",", ut caelestium, stata magnitudo est. </s><s> Ad hanc nos conemur educere. </s><s> Iam multum operis effecti est; immo, si verum fateri","volo",", non multum. </s><s> Nec enim bonitas est pessimis esse meliorem: quis oculis glorietur qui suspicetur diem? </s><s> Cui sol per"
"prose,Seneca, Lucius Annaeus","ostendat quod effecit. </s><s> Etiam si cuius in te comparebit similitudo quem admiratio tibi altius fixerit, similem esse te","volo","quomodo filium, non quomodo imaginem: imago res mortua est. </s><s> '' Quid ergo? </s><s> non intellegetur cuius imiteris orationem? </s>"
"prose,Seneca, Lucius Annaeus","est et ex pulpito omne tibiarum genus organorumque consonuit, fit concentus ex dissonis. </s><s> Talem animum esse nostrum","volo",": multae in illo artes, multa praecepta sint, multarum aetatum exempla, sed in unum conspirata. </s><s> '' Quomodo'' inquis'' hoc"
"prose,Seneca, Lucius Annaeus","iudico cum reliquit patriam quam cum defendit. </s><s> Aut Scipio Romae esse debebat aut Roma in libertate. </s><s> '' Nihil'' inquit''","volo","derogare legibus, nihil institutis; aequum inter omnes cives ius sit. </s><s> Utere sine me beneficio meo, patria. </s><s> Causa tibi"
"prose,Seneca, Lucius Annaeus",", quantum ad ista quae sine dubio talia divinavit futura qualia nunc sunt qui primus appellavit'' inpedimenta''. </s><s> Nunc","volo","paucissimas adhuc interrogationes nostrorum tibi reddere ad virtutem pertinentes, quam satisfacere vitae beatae"
"prose,Seneca, Lucius Annaeus","ad artem venis. </s><s> Si quid autem in ipsa arte musica bonum est, id utique musicum faciet. </s><s> '' Etiamnunc facere istuc planius","volo",". </s><s> Bonum in arte musica duobus modis dicitur, alterum quo effectus musici adiuvatur, alterum quo ars: ad effectum"
"prose,Seneca, Lucius Annaeus","pauca possidet, sed quae multa non possidet; ita non ab eo dicitur quod habet, sed ab eo quod ei deest. </s><s> '' Facilius quod","volo","exprimerem, si Latinum verbum esset quo anuparxia significaretur. </s><s> Hanc paupertati Antipater adsignat: ego non"
"prose,Seneca, Lucius Annaeus","me facit vicinus inpotens et aliquid ex meo abradens? </s><s> Docet quomodo nihil perdam ex finibus meis: at ego discere","volo","quomodo totos hilaris amittam. </s><s> '' Paterno agro et avito'' inquit'' expellor. </s><s> '' Quid? </s><s> ante avum tuum quis istum agrum"
"prose,Seneca, Lucius Annaeus","adhuc quam patri notiorem animo forti desideras. </s><s> '' Quid? </s><s> nunc ego duritiam suadeo et in funere ipso rigere vultum","volo","et animum ne contrahi quidem patior? </s><s> Minime. </s><s> Inhumanitas est ista, non virtus, funera suorum isdem oculis quibus"
"prose,Seneca, Lucius Annaeus","vitia aliquid aspere dici, contra pericula animose, contra fortunam superbe, contra ambitionem contumeliose. </s><s>","Volo","luxuriam obiurgari, libidinem traduci, inpotentiam frangi. </s><s> Sit aliquid oratorie acre, tragice grande, comice"
"prose,Seneca, Lucius Annaeus","quidem ordinarium, sed hunc inferioris notae ex eorum numero quos Ovidius ait'' de plebe deos''. </s><s> Ita tamen hoc seponas","volo","ut memineris maiores nostros qui crediderunt Stoicos fuisse; singulis enim et Genium et Iunonem dederunt. </s><s> Postea"
"prose,Seneca, Lucius Annaeus",", sed valde durus capitur; immo, quod est molestius, valde mollis capitur et consuetudine mala ac diutina fractus. </s><s>","Volo","tibi ex nostro artificio exemplum referre. </s><s> Non quaelibet insitionem vitis patitur: si vetus et exesa est, si infirma"
